"Cluster","RA_ICRS","DE_ICRS","kind","plx","e_plx","CMDclass","Quality","logAge16","logAge50","logAge84","[Fe/H]16","[Fe/H]50","[Fe/H]84","AV16","AV50","AV84","dMod16","dMod50","dMod84","X","Y","Z","Rgc"
"UBC 1207",12.08287617295,61.15601091534,"o",0.37,0.027,1.0,0,7.6,7.68,7.76,0.26,0.39,0.56,1.77,1.83,1.88,11.92,12.09,12.27,-1.40848619353209,2.20576447413102,-0.0330790747812322,9.782
"UBC 121",288.89090717745,12.83846839572,"o",0.587,0.032,0.97,0,8.17,8.26,8.34,0.46,0.58,0.7,3.04,3.12,3.18,11.05,11.21,11.4,1.18879779383353,1.27847680027376,0.0562693574164087,7.05
"UBC 1210",14.13848871741,66.95352122549,"o",0.249,0.017,0.76,0,8.26,8.39,8.51,-0.17,0.04,0.26,2.53,2.64,2.74,12.5,12.78,13.08,-1.97639378843383,2.99455615332841,0.303046310612171,10.533
"UBC 1211",13.804368202,59.10261386518,"o",0.172,0.025,0.47,0,9.08,9.17,9.24,-0.09,0.08,0.22,1.26,1.35,1.46,12.77,12.96,13.18,-2.14851124693522,3.25520428151712,-0.209578507610087,10.774
"UBC 1212",15.01542676022,58.28864207092,"o",0.241,0.026,1.0,0,9.08,9.16,9.23,-0.07,0.05,0.19,1.68,1.76,1.84,12.47,12.63,12.77,-1.8754361517707,2.77232452854998,-0.220755883873779,10.375
"UBC 1215",17.63563652766,61.67889282181,"o",0.229,0.022,0.45,0,8.53,8.7,8.87,-0.99,-0.74,-0.54,2.12,2.26,2.39,11.91,12.25,12.55,-1.62425493710635,2.30270571596229,-0.0087796693021425,10.015
"UBC 1216",19.82728509171,63.53952139584,"o",0.339,0.027,0.99,0,7.61,7.7,7.8,0.29,0.45,0.6,3.25,3.32,3.4,11.94,12.14,12.33,-1.57564053017216,2.16641584899332,0.0847076568519883,9.937
"UBC 1217",21.42556591227,66.49450151022,"o",0.296,0.015,0.93,1,7.64,7.76,7.89,0.76,0.92,1.09,2.87,3.0,3.13,13.37,13.65,13.94,-3.17458072116147,4.31581051536503,0.410331295202735,12.093
"UBC 1219",22.68246728516,58.03340303926,"o",0.25,0.023,0.37,0,9.07,9.16,9.22,-0.11,0.06,0.23,1.1,1.2,1.29,12.15,12.32,12.52,-1.79235101156856,2.28273976777333,-0.179206861615855,10.174
"UBC 122",288.15604949327,15.73401636746,"o",0.385,0.03,0.92,0,8.22,8.29,8.37,0.42,0.55,0.69,2.85,2.92,2.99,11.94,12.12,12.28,1.72898086922972,2.01113762712445,0.155500774773442,6.702
"UBC 1221",25.52307054604,59.5616533113,"o",0.263,0.025,1.0,0,7.02,7.11,7.22,-0.75,-0.61,-0.43,1.64,1.73,1.82,11.82,12.09,12.33,-1.65731923440801,2.02339138096953,-0.0766127608218646,9.986
"UBC 1222",24.51443776671,56.50294773735,"o",0.28,0.031,0.98,0,7.37,7.46,7.54,-0.27,-0.15,0.03,1.73,1.79,1.84,12.4,12.59,12.78,-2.08079584213743,2.53526278254387,-0.285319994691097,10.513
"UBC 1225",28.9083479584,63.78901740254,"o",0.32,0.018,0.78,0,8.9,8.98,9.06,0.1,0.22,0.37,2.13,2.23,2.35,11.75,11.96,12.19,-1.58244848273801,1.88957957223408,0.122911489194071,9.887
"UBC 1226",29.95764940243,63.83601658387,"o",0.252,0.021,0.08,0,9.18,9.25,9.33,-0.23,-0.06,0.07,2.1,2.19,2.29,12.04,12.24,12.43,-1.81636239959111,2.13566938329957,0.142123933876629,10.165
"UBC 1227",29.68299988882,63.23106517476,"o",0.289,0.025,1.0,0,7.84,7.96,8.08,0.19,0.37,0.53,1.96,2.04,2.12,12.02,12.27,12.47,-1.84375147408041,2.16479768701452,0.112960035698019,10.198
"UBC 1228",30.63580088702,64.67418498041,"o",0.27,0.018,0.99,0,7.56,7.71,7.84,-0.28,-0.09,0.1,1.94,2.04,2.13,12.45,12.72,13.0,-2.26689458929246,2.65989016279648,0.22108393368134,10.724
"UBC 1229",28.13871931168,59.11436580382,"o",0.331,0.026,1.0,0,7.85,7.98,8.13,0.2,0.4,0.64,1.43,1.53,1.62,12.02,12.26,12.49,-1.84501224594985,2.14344597215824,-0.0934982244151279,10.195
"UBC 123",294.18118745429,18.25193847377,"o",0.403,0.028,0.82,0,7.61,7.69,7.78,-0.36,-0.21,-0.07,3.27,3.34,3.42,11.59,11.81,12.01,1.34353022887071,1.86773242771011,-0.0150401592294566,7.031
"UBC 1230",27.98328409869,59.53905622368,"o",0.244,0.025,1.0,0,7.62,7.77,7.88,-0.38,-0.23,-0.05,1.42,1.51,1.6,12.13,12.34,12.58,-1.90794605774101,2.23047745133941,-0.0783834354125246,10.275
"UBC 1231",29.09599194384,59.08800936923,"o",0.436,0.025,0.98,0,8.61,8.69,8.77,0.16,0.29,0.43,1.31,1.38,1.45,11.53,11.67,11.82,-1.41988818193381,1.62167228168759,-0.0578075544147448,9.679
"UBC 1232",32.57327733354,64.15154816637,"o",0.311,0.022,0.93,0,7.14,7.26,7.41,-0.07,0.14,0.35,2.0,2.11,2.18,12.39,12.67,12.99,-2.25872006059129,2.56270874078721,0.201541208939102,10.692
"UBC 1233",36.28932916035,66.5551810423,"o",0.321,0.024,1.0,0,7.91,8.01,8.09,0.34,0.49,0.62,3.53,3.61,3.69,12.33,12.54,12.75,-2.1481893390529,2.38044595444717,0.348078954876285,10.542
"UBC 1234",30.90360594186,58.82742913057,"o",0.401,0.02,1.0,0,7.34,7.43,7.52,-0.41,-0.26,-0.1,1.48,1.54,1.61,11.56,11.75,11.95,-1.50140867311485,1.65737388262845,-0.0617255455829245,9.765
"UBC 1237",37.83950966277,61.43547754064,"o",0.44,0.022,0.98,0,7.32,7.5,7.65,0.05,0.25,0.5,2.79,2.89,2.99,11.51,11.81,12.07,-1.61517217442073,1.63899915223646,0.079666094573548,9.874
"UBC 1239",38.36210587501,60.02407274188,"o",0.328,0.029,0.68,0,6.84,6.98,7.17,0.4,0.63,0.84,2.59,2.73,2.85,12.47,12.86,13.22,-2.65553575384727,2.62283629237689,0.0246820289591182,11.092
"UBC 124",295.39409958357,19.01636377233,"o",0.344,0.027,0.88,0,7.5,7.61,7.72,0.32,0.46,0.62,3.16,3.24,3.31,12.23,12.41,12.6,1.71719254333657,2.49884934666799,-0.066051751406993,6.875
"UBC 1241",41.3189721135,58.67782653358,"o",0.262,0.025,1.0,0,8.46,8.54,8.6,0.44,0.6,0.75,2.17,2.24,2.32,12.44,12.61,12.78,-2.44361295657971,2.25660343752647,-0.0094325138466352,10.804
"UBC 1242",43.05318480253,59.55863661882,"o",0.418,0.028,1.0,0,7.8,7.87,7.95,0.29,0.43,0.55,2.34,2.39,2.44,11.67,11.84,12.0,-1.72567933144542,1.57060937144881,0.0539147062322566,9.972
"UBC 1243",48.29750574047,63.49663232872,"o",0.336,0.026,0.85,0,8.11,8.27,8.42,0.73,1.04,1.31,1.78,1.92,2.08,12.36,12.72,13.15,-2.58980176217568,2.33400533788298,0.34387463403302,10.963
"UBC 1245",45.54548400107,56.57895502352,"o",0.39,0.022,0.98,0,7.54,7.65,7.81,0.23,0.45,0.62,3.05,3.14,3.21,11.94,12.17,12.42,-2.08748639381023,1.73628441578916,-0.0399358081573587,10.356
"UBC 1246",45.46413179015,47.95749617972,"o",0.335,0.034,0.91,0,8.92,9.01,9.11,-0.38,-0.22,-0.04,1.17,1.27,1.37,11.72,11.91,12.14,-1.93380167987705,1.3844407584315,-0.347342173757486,10.151
"UBC 1247",57.40758832785,58.21031637785,"o",0.282,0.025,0.1,0,8.33,8.42,8.5,0.35,0.48,0.59,2.9,2.97,3.05,12.67,12.84,13.04,-3.01168889067065,2.13650976067727,0.246987189677717,11.337
"UBC 1248",50.64995366862,52.05146833254,"o",0.29,0.03,1.0,0,8.95,9.01,9.07,-0.13,-0.02,0.1,2.72,2.79,2.87,12.19,12.33,12.51,-2.39329000595962,1.66727073555659,-0.165549425973655,10.647
"UBC 125",288.91666468831,22.94075517526,"o",0.786,0.028,1.0,0,8.0,8.08,8.15,0.4,0.51,0.62,2.01,2.06,2.12,10.59,10.74,10.88,0.782033197006125,1.16167281308991,0.16789984427429,7.431
"UBC 1250",53.25697456829,51.2441636662,"o",0.337,0.031,0.58,0,7.84,7.96,8.07,0.57,0.74,0.91,2.54,2.64,2.73,12.12,12.31,12.6,-2.42265211618195,1.57734819219106,-0.151273585011034,10.662
"UBC 1251",51.48595080299,49.08030672652,"o",0.375,0.027,1.0,0,8.49,8.57,8.66,-0.06,0.12,0.27,1.77,1.84,1.92,12.0,12.22,12.39,-2.32355374115975,1.49547655309869,-0.260608489010299,10.552
"UBC 1252",54.7308385179,51.89209992382,"o",0.372,0.034,0.98,0,7.29,7.39,7.48,0.23,0.4,0.57,2.88,2.94,3.02,11.87,12.08,12.29,-2.19039737177403,1.40655414190307,-0.0836375643797787,10.408
"UBC 1253",63.97874570067,56.17065713799,"o",0.239,0.026,0.89,0,6.95,7.06,7.17,-0.09,0.12,0.35,1.98,2.07,2.14,12.54,12.81,13.08,-3.10810250115478,1.89181528295608,0.296771305042281,11.388
"UBC 1254",56.34153888222,50.72424244861,"o",0.343,0.026,1.0,0,8.63,8.69,8.75,0.11,0.24,0.35,3.26,3.32,3.38,11.95,12.1,12.25,-2.24667140239198,1.36042427738372,-0.0994795113270674,10.458
"UBC 1255",62.96433861717,52.98830326726,"o",0.239,0.028,0.77,0,8.38,8.47,8.57,0.52,0.65,0.79,2.09,2.17,2.27,12.85,13.07,13.24,-3.57550274660594,2.02762900259063,0.134978764096715,11.872
"UBC 1257",57.97147553249,48.4279639724,"o",0.619,0.024,1.0,0,7.93,8.06,8.18,-0.22,-0.04,0.12,2.05,2.12,2.19,11.06,11.27,11.45,-1.56646588941768,0.865917417737158,-0.0901459350511879,9.727
"UBC 1258",62.44508227034,50.36241760022,"o",0.409,0.029,0.67,0,8.95,9.04,9.12,-0.07,0.1,0.3,3.21,3.32,3.44,11.44,11.67,11.88,-1.9048748199902,1.01302012768671,0.0099518218036316,10.078
"UBC 1259",59.01426927221,47.43663718308,"o",0.333,0.034,0.99,0,7.93,8.04,8.15,0.04,0.18,0.33,1.86,1.92,1.99,11.96,12.16,12.35,-2.38529888639805,1.25542572346647,-0.171752408034437,10.582
"UBC 126",294.9917074476,20.05222318109,"o",0.378,0.026,0.99,0,7.17,7.28,7.39,0.13,0.3,0.49,2.94,3.0,3.07,12.03,12.26,12.51,1.57411434720207,2.35277821261174,-0.017248847886272,6.958
"UBC 1261",71.77713341603,49.8164361096,"o",0.23,0.026,0.81,0,9.03,9.1,9.18,0.03,0.18,0.32,1.41,1.51,1.59,12.56,12.72,12.93,-3.2050780519031,1.39191981759989,0.231402969442306,11.412
"UBC 1262",70.21373735726,47.69360897548,"o",0.38,0.028,0.97,0,8.19,8.29,8.38,0.56,0.68,0.81,3.73,3.8,3.87,12.17,12.36,12.56,-2.73794920718473,1.13637061954881,0.0903368145609374,10.919
"UBC 1263",66.23606528708,44.32021761946,"o",0.312,0.029,0.99,0,7.29,7.39,7.48,0.02,0.21,0.38,2.26,2.33,2.39,12.5,12.76,12.99,-3.30045645658327,1.32984148201625,-0.168338215614595,11.5
"UBC 1264",67.70498384902,44.3131225189,"o",0.327,0.034,0.29,0,8.24,8.37,8.49,0.48,0.62,0.76,1.83,1.92,2.0,12.41,12.62,12.83,-3.11221403600805,1.20798223282124,-0.111270584818985,11.299
"UBC 1267",72.52496955226,43.54462358892,"o",0.437,0.039,1.0,0,8.28,8.4,8.51,0.03,0.2,0.37,1.29,1.4,1.5,11.48,11.7,11.92,-2.07654334340545,0.688294640371745,0.0213876100337135,10.222
"UBC 1269",77.73912446464,45.22474910634,"o",0.204,0.027,0.18,0,9.01,9.09,9.2,-0.52,-0.33,-0.15,1.37,1.5,1.61,12.19,12.45,12.66,-2.94401611371557,0.92094123871482,0.227086914342273,11.104
"UBC 1270",75.54018880459,43.72391894561,"o",0.302,0.029,0.94,0,7.96,8.09,8.21,0.09,0.27,0.45,1.76,1.85,1.96,12.21,12.45,12.72,-2.95270878303402,0.909106507534567,0.110916490734924,11.112
"UBC 1272",68.69199836443,38.40618175765,"o",0.592,0.032,0.04,0,8.44,8.63,8.79,-1.04,-0.79,-0.52,2.02,2.19,2.32,10.23,10.54,10.89,-1.2234885930092,0.359051570933353,-0.0942829724473071,9.352
"UBC 1273",74.96681832653,40.80715860416,"o",0.243,0.029,0.99,0,8.28,8.41,8.52,-0.33,-0.15,0.08,1.11,1.2,1.29,12.07,12.3,12.54,-2.78449901551952,0.749841755570243,-0.0007315541766251,10.932
"UBC 1274",75.79183772946,40.94643484756,"o",0.23,0.027,0.97,0,8.07,8.21,8.36,-0.38,-0.22,-0.05,1.62,1.71,1.8,12.77,13.02,13.27,-3.88455484341301,1.02629074476819,0.0231711704671201,12.05
"UBC 1275",80.67856610344,43.40523504659,"o",0.392,0.033,0.99,0,8.33,8.43,8.53,-0.09,0.1,0.3,1.01,1.09,1.17,11.89,12.08,12.28,-2.51472707115846,0.658132890833026,0.228445463371485,10.657
"UBC 1276",74.06689172439,38.18904523267,"o",0.305,0.027,0.94,0,8.35,8.43,8.52,0.22,0.34,0.48,1.73,1.8,1.87,12.41,12.59,12.74,-3.20127086633861,0.765503031695954,-0.131477034131521,11.349
"UBC 1278",87.26001554002,40.76749467037,"o",0.286,0.032,0.99,0,8.17,8.33,8.48,-0.88,-0.69,-0.48,1.12,1.22,1.35,11.62,11.85,12.11,-2.29352026371251,0.396523794210367,0.320562807118793,10.423
"UBC 1279",83.62334708288,39.0048749066,"o",0.467,0.04,0.92,0,8.65,8.72,8.8,0.12,0.27,0.4,1.58,1.66,1.74,11.53,11.69,11.85,-2.14206190082876,0.368580040952772,0.175858390772516,10.271
"UBC 1280",83.63987878877,37.20538744903,"o",0.411,0.034,0.21,0,8.04,8.14,8.23,0.38,0.52,0.67,2.65,2.73,2.8,11.96,12.17,12.34,-2.68566206786776,0.388893806534542,0.163584039311982,10.815
"UBC 1281",80.35364199767,34.76610221605,"o",0.31,0.034,1.0,0,7.94,8.02,8.14,0.26,0.45,0.62,1.71,1.78,1.87,12.05,12.25,12.47,-2.792622167969,0.376851259598567,-0.0071662273092647,10.921
"UBC 1282",79.35646144688,33.20627862009,"o",0.34,0.031,1.0,0,8.57,8.72,8.84,-0.39,-0.19,0.02,1.11,1.27,1.4,11.63,11.9,12.2,-2.37915449772336,0.287045636469991,-0.0656442025872748,10.505
"UBC 1284",88.0736329347,33.76049243649,"o",0.238,0.03,0.72,0,8.82,8.94,9.06,-0.79,-0.63,-0.45,1.7,1.79,1.89,12.32,12.58,12.78,-3.26773731624316,0.194613465620739,0.261819212576807,11.391
"UBC 1285",86.72808205873,32.12571425647,"o",0.38,0.031,0.96,0,8.92,8.98,9.06,-0.37,-0.21,-0.06,1.21,1.28,1.34,11.53,11.73,11.92,-2.21451243313816,0.0998374580241556,0.120622524955357,10.337
"UBC 1286",89.24927651551,32.40736315277,"o",0.214,0.038,0.65,0,8.72,8.86,8.97,-0.53,-0.33,-0.15,1.14,1.25,1.36,12.08,12.32,12.6,-2.90218805628037,0.0881404042673228,0.245696307590954,11.025
"UBC 1289",85.46346312796,29.39336491749,"o",0.456,0.04,0.94,0,8.61,8.68,8.75,-0.06,0.08,0.22,2.78,2.86,2.93,11.2,11.35,11.52,-1.86184168469485,0.0266643721868233,0.0314078423768311,9.984
"UBC 129",299.05491756748,26.51174409462,"o",0.859,0.025,0.99,0,7.59,7.66,7.72,0.32,0.41,0.53,1.78,1.84,1.88,10.32,10.48,10.61,0.553064984726779,1.11781448819342,0.0170035758677805,7.651
"UBC 1290",87.51966698989,30.3871191148,"o",0.295,0.029,1.0,0,8.01,8.12,8.21,0.24,0.4,0.58,1.17,1.25,1.32,12.42,12.63,12.81,-3.35554555266346,0.0434352270477891,0.142710057451279,11.478
"UBC 1294",90.1705582989,29.32231604665,"o",0.285,0.028,1.0,0,8.41,8.5,8.59,0.23,0.36,0.52,0.62,0.71,0.8,12.35,12.57,12.78,-3.25994517200459,-0.0761070289540233,0.222577228675084,11.382
"UBC 1295",86.2104557307,26.90984688682,"o",0.544,0.035,1.0,0,8.15,8.34,8.49,0.03,0.3,0.52,1.9,2.02,2.13,10.98,11.25,11.55,-1.77722262415716,-0.0508579583124967,0.0087944660277134,9.899
"UBC 1296",91.89169683112,29.02301390207,"o",0.219,0.033,0.8,0,7.69,7.84,7.97,-0.45,-0.23,-0.02,1.36,1.45,1.55,12.13,12.42,12.63,-3.03659800269145,-0.12378520276269,0.27236374922777,11.159
"UBC 1297",85.62736528693,25.94672463012,"o",0.772,0.037,0.99,0,7.06,7.15,7.26,0.01,0.13,0.28,0.8,0.89,0.95,10.37,10.52,10.71,-1.26884438850522,-0.0484345469601982,-0.002885728544933,9.391
"UBC 1298",90.55512903318,28.25088401932,"o",0.297,0.041,0.97,0,8.81,8.91,9.0,-0.31,-0.11,0.13,0.68,0.77,0.86,11.89,12.13,12.35,-2.66090885376529,-0.113259881484975,0.1784563713587,10.784
"UBC 1299",88.02540203039,25.84646075866,"o",0.34,0.033,0.98,0,8.23,8.32,8.42,0.99,1.1,1.26,1.81,1.9,1.98,12.26,12.45,12.63,-3.0848429563428,-0.182684445281454,0.0301167513587597,11.208
"UBC 130",298.05886373476,27.44234728274,"o",0.395,0.023,0.94,0,8.21,8.36,8.5,-1.06,-0.77,-0.46,1.86,1.99,2.12,10.66,10.96,11.28,0.681799369262987,1.39864428876771,0.0446228329291747,7.571
"UBC 1300",87.28255803764,25.06402365288,"o",0.283,0.031,0.23,0,7.94,8.12,8.29,-0.29,-0.12,0.07,1.59,1.7,1.8,12.18,12.41,12.67,-3.02682805733723,-0.196667620208712,-0.0213939914857339,11.151
"UBC 1303",91.9965246224,21.92578398024,"o",0.505,0.039,1.0,0,8.45,8.52,8.59,0.41,0.54,0.65,1.23,1.3,1.35,11.25,11.4,11.54,-1.88375070441196,-0.284761617248863,0.0743766500598779,10.01
"UBC 1304",89.02767970725,20.12845228386,"o",0.291,0.023,0.97,0,7.55,7.65,7.76,0.39,0.55,0.74,1.64,1.72,1.81,12.24,12.49,12.69,-3.10822888845298,-0.480570967085647,-0.0853590580576912,11.241
"UBC 1305",93.91449057865,22.6109898778,"o",0.519,0.033,1.0,0,7.54,7.72,7.88,-0.21,-0.06,0.1,2.3,2.38,2.47,11.3,11.51,11.74,-1.97810393258473,-0.307936220684239,0.142013417963566,10.105
"UBC 1312",98.41616220982,18.4131018116,"o",0.21,0.03,0.99,0,7.9,8.03,8.15,-0.12,0.07,0.25,1.07,1.16,1.24,12.73,12.94,13.17,-3.7362288595833,-0.968842794475018,0.355585480874622,11.898
"UBC 1313",96.90055084942,17.17710610609,"o",0.187,0.038,0.86,0,8.75,8.82,8.9,-0.16,0.02,0.18,1.32,1.42,1.53,12.5,12.67,12.92,-3.29974116366694,-0.882387035686435,0.208691327538644,11.456
"UBC 1315",94.57912200205,14.85934839859,"o",0.379,0.033,1.0,0,8.33,8.42,8.5,-0.1,0.04,0.19,1.34,1.41,1.47,11.83,12.0,12.17,-2.41487970135596,-0.691139333006092,0.0303190770697146,10.56
"UBC 1316",94.69037103742,14.6388483065,"o",0.282,0.033,0.56,0,8.77,8.85,8.92,-0.64,-0.49,-0.34,1.83,1.92,2.0,11.94,12.15,12.33,-2.58439773718722,-0.751633439894806,0.0290523696454948,10.733
"UBC 1317",89.5440422366,9.5916068308,"o",0.212,0.029,0.42,0,8.75,8.88,8.99,-0.28,-0.1,0.08,1.11,1.26,1.4,13.17,13.4,13.65,-4.51139148517009,-1.48496790495973,-0.550559948024684,12.72
"UBC 1318",91.08392155416,9.18731673818,"o",0.185,0.025,0.98,0,8.94,9.01,9.1,0.14,0.29,0.42,0.49,0.57,0.65,13.0,13.21,13.43,-4.11590601420993,-1.44279058321165,-0.414876788570617,12.323
"UBC 1319",95.83975341514,11.45694689687,"o",0.44,0.034,1.0,0,7.81,7.89,7.97,0.09,0.23,0.38,1.23,1.28,1.32,11.59,11.75,11.9,-2.10943442099101,-0.749077655215232,0.011119502593027,10.259
"UBC 132",299.27385597602,28.44596629275,"o",0.301,0.025,0.99,0,8.08,8.16,8.25,-0.2,-0.06,0.08,3.87,3.94,4.0,12.27,12.45,12.66,1.2850873353,2.8103925972198,0.026162922345727,7.392
"UBC 1320",93.33097730034,9.53194728599,"o",0.381,0.022,1.0,0,8.18,8.29,8.38,-0.34,-0.2,-0.04,0.83,0.9,0.97,11.42,11.6,11.77,-1.95780243059924,-0.715711110544085,-0.0991880780988703,10.105
"UBC 1321",100.62123634186,12.86318655696,"o",0.344,0.024,1.0,0,8.6,8.7,8.78,-0.1,0.04,0.19,0.93,0.99,1.08,11.84,12.03,12.18,-2.380254761051,-0.888146801020485,0.219925758867707,10.54
"UBC 1322",101.50442408022,12.00362371044,"o",0.188,0.04,0.97,0,7.71,7.87,8.01,0.15,0.34,0.56,1.03,1.12,1.21,13.39,13.66,13.98,-5.00070538043966,-1.98216545811746,0.45496496984325,13.272
"UBC 1323",101.94377096911,11.42093403483,"o",0.215,0.038,0.98,0,8.52,8.59,8.66,0.26,0.39,0.54,0.81,0.89,0.96,12.88,13.03,13.22,-3.72192526642196,-1.52941006961934,0.359309328160121,11.942
"UBC 1324",96.81791287864,8.5223054083,"o",0.173,0.032,1.0,0,8.82,8.9,8.99,-0.46,-0.27,-0.05,0.87,0.96,1.06,12.43,12.66,12.87,-3.14195784093152,-1.30756859683609,-0.0356753917957868,11.34
"UBC 1326",96.78754889848,7.80837168343,"o",0.215,0.038,0.91,0,8.82,8.93,9.03,-0.74,-0.55,-0.36,1.36,1.48,1.63,12.28,12.52,12.81,-2.93191013689073,-1.25742357577064,-0.0508478439626304,11.125
"UBC 1327",92.19385172833,4.72633848429,"o",0.42,0.03,1.0,0,8.12,8.2,8.28,0.1,0.23,0.36,0.78,0.84,0.91,11.54,11.69,11.86,-1.97716671954306,-0.871721566935123,-0.229006366391121,10.137
"UBC 1328",97.06487827689,6.83583657846,"o",0.389,0.035,1.0,0,8.52,8.6,8.66,-0.06,0.07,0.23,1.36,1.43,1.49,11.64,11.81,11.95,-2.09800813280844,-0.943001505360162,-0.0334514329062176,10.263
"UBC 1329",101.45486796368,7.67437707219,"o",0.174,0.037,1.0,0,8.72,8.81,8.88,-0.41,-0.25,-0.09,1.62,1.72,1.8,12.9,13.11,13.3,-3.77783121838719,-1.79896369444237,0.215739864983143,12.035
"UBC 133",303.70739229667,28.35356011617,"o",0.611,0.028,0.99,0,7.61,7.7,7.79,0.61,0.73,0.86,3.19,3.25,3.3,11.28,11.43,11.58,0.739375002750125,1.7807226977682,-0.0804337701459181,7.594
"UBC 1331",102.09822111534,4.01327924373,"o",0.246,0.03,0.95,0,8.6,8.68,8.77,-0.97,-0.83,-0.67,2.12,2.18,2.26,11.97,12.16,12.38,-2.36398756726705,-1.31117271275269,0.102046744766381,10.568
"UBC 1332",96.64721050539,1.20199602106,"o",0.351,0.029,0.39,0,9.25,9.33,9.4,-0.36,-0.19,-0.04,1.79,1.89,1.99,11.62,11.79,11.98,-1.9870474464555,-1.10198675582326,-0.15107006667686,10.169
"UBC 1333",102.33521066531,3.96887726101,"o",0.246,0.026,0.9,1,8.0,8.21,8.41,0.15,0.33,0.51,0.89,1.0,1.14,12.29,12.6,12.94,-2.89060902767593,-1.61300399921499,0.126603129958507,11.13
"UBC 1334",100.57325202534,3.04159880834,"o",0.465,0.021,1.0,0,8.02,8.12,8.22,-0.3,-0.15,0.01,1.68,1.74,1.79,11.47,11.65,11.81,-1.86650324443655,-1.04238950020294,0.0223064939519148,10.043
"UBC 1335",105.34281833379,5.28823529511,"o",0.294,0.035,0.86,0,9.11,9.21,9.32,-0.38,-0.17,0.02,0.95,1.09,1.24,11.94,12.22,12.48,-2.41457008078634,-1.35784761326065,0.271335534153916,10.624
"UBC 1336",107.00105031519,4.91709673691,"o",0.229,0.029,0.95,0,8.9,8.98,9.06,-0.06,0.09,0.26,0.69,0.8,0.9,12.32,12.53,12.71,-2.74906909806324,-1.61511905927953,0.379277452964889,10.99
"UBC 134",299.72523218298,31.09821540517,"o",0.368,0.023,0.93,0,7.74,7.84,7.93,0.65,0.76,0.9,2.5,2.56,2.62,12.12,12.3,12.46,1.08536794858804,2.67173471601218,0.0804014028724074,7.527
"UBC 1341",103.77761108389,0.64501255619,"o",0.33,0.026,0.99,0,8.42,8.55,8.64,-0.1,0.05,0.2,1.13,1.2,1.28,12.11,12.31,12.49,-2.43541967921656,-1.56821708573998,0.104020294958876,10.673
"UBC 1342",105.94661587295,0.27171589173,"o",0.46,0.028,0.99,0,8.64,8.74,8.85,-0.62,-0.49,-0.32,0.88,0.96,1.06,11.14,11.32,11.53,-1.51861378352811,-1.02830497277365,0.137481448566334,9.695
"UBC 1344",107.3634138048,0.54136256832,"o",0.289,0.029,1.0,0,8.5,8.6,8.7,-0.34,-0.19,-0.06,0.62,0.7,0.77,11.99,12.16,12.3,-2.22155038916333,-1.5275555721338,0.247901574335534,10.456
"UBC 1345",101.16575288697,-2.76640024317,"o",0.445,0.031,0.97,0,8.65,8.74,8.81,0.02,0.2,0.4,0.98,1.07,1.16,11.4,11.59,11.81,-1.70961010027593,-1.18027842947358,-0.0544384115964021,9.902
"UBC 1346",101.09094076519,-3.58002812812,"o",0.418,0.028,1.0,0,7.98,8.11,8.24,-0.04,0.13,0.27,0.86,0.95,1.03,11.55,11.74,11.92,-1.81580180442788,-1.28620216205662,-0.0782928499325055,10.021
"UBC 1347",106.35928547509,-1.00803129537,"o",0.244,0.03,0.94,0,8.26,8.41,8.53,-0.8,-0.65,-0.44,1.32,1.41,1.49,12.08,12.29,12.56,-2.33638484869786,-1.6623090324252,0.180492818160922,10.59
"UBC 135",299.82410399215,33.73202865553,"o",0.248,0.024,0.93,0,8.14,8.25,8.35,0.35,0.5,0.65,2.26,2.35,2.44,12.46,12.67,12.89,1.15900465195538,3.2150089580651,0.166023725119359,7.669
"UBC 1350",101.24297377058,-5.70576215565,"o",0.2,0.028,1.0,0,8.89,8.98,9.07,-0.18,0.01,0.19,0.7,0.82,0.92,12.34,12.59,12.81,-2.61661237816578,-1.99168231543208,-0.183473479596899,10.922
"UBC 1351",107.74149052973,-3.41531707125,"o",0.228,0.028,1.0,0,8.97,9.05,9.12,-0.03,0.13,0.3,0.45,0.53,0.62,12.53,12.71,12.91,-2.73364813588411,-2.15174970722699,0.217338314735575,11.067
"UBC 1352",110.44942111265,-5.42246266445,"o",0.212,0.029,0.95,0,8.61,8.74,8.86,-0.23,-0.01,0.17,0.82,0.96,1.08,12.37,12.61,12.85,-2.49402874097202,-2.18683611410797,0.293935960562506,10.839
"UBC 1353",104.88459482322,-8.81498072112,"o",0.259,0.035,0.6,0,8.72,8.82,8.92,0.17,0.33,0.5,1.76,1.87,1.99,12.21,12.44,12.67,-2.29529975084431,-2.04474243762532,-0.0718758345682038,10.616
"UBC 1355",102.61848870909,-10.11828618584,"o",0.175,0.037,0.99,0,8.35,8.44,8.54,0.54,0.67,0.81,1.57,1.7,1.78,13.22,13.45,13.65,-3.63655415212262,-3.25618338268706,-0.359497438786221,12.201
"UBC 1356",110.47328570337,-6.53649009403,"o",0.236,0.028,0.98,0,8.48,8.57,8.68,-0.12,0.06,0.26,0.79,0.88,0.99,12.56,12.77,13.01,-2.64498782034914,-2.40195923851215,0.282008360955756,11.032
"UBC 1359",107.59708450145,-9.43253106175,"o",0.268,0.035,0.94,0,8.5,8.62,8.74,-0.17,0.02,0.22,1.72,1.83,1.95,12.08,12.33,12.57,-2.12189307741063,-2.01199472079568,0.0405458732713308,10.44
