"Name","RAJ2000","DEJ2000","Nsini","Ns","NOut","NM1","NM2","NM3","percM1","percM2","percM3","pxcM1","s_pxcM1","pxcM2","s_pxcM2","pxcM3","s_pxcM3","pycM1","s_pycM1","pycM2","s_pycM2","pycM3","s_pycM3","cccM1","cccM2","cccM3","Dist","E(B-V)","logAge","Radius","pxfM1","s_pxfM1","pxfM2","s_pxfM2","pxfM3","s_pxfM3","pyfM1","s_pyfM1","pyfM2","s_pyfM2","pyfM3","s_pyfM3","ccfM1","ccfM2","ccfM3","File"
"NGC_6823",295.7875,23.3,131,91,5,45,67,31,49.45,73.63,34.07,-3.05,2.96,-4.72,6.55,-3.0,1.69,-4.38,3.25,-4.68,6.75,-5.29,1.96,-0.03,0.3,-0.54,3176.0,0.85,6.5,4.0,-2.91,15.25,3.4,19.88,-2.96,13.86,-7.71,15.3,-11.66,20.47,-6.61,14.05,-0.13,-0.2,-0.12,"NGC_6823.dat"
"NGC_6827",297.22083,21.215,49,41,2,33,0,5,80.49,0.0,12.2,2.55,9.71,"nan","nan",9.3,2.57,-4.35,6.26,"nan","nan",-9.89,1.65,-0.05,-99.99,0.9,4550.0,0.78,8.98,2.0,5.79,16.68,"nan","nan",2.59,12.02,-12.4,17.33,"nan","nan",-5.65,10.71,0.04,-99.99,-0.02,"NGC_6827.dat"
"NGC_6828",297.57083,7.90333,208,172,7,111,142,98,64.53,82.56,56.98,0.16,5.41,-1.19,8.72,0.56,5.42,-4.64,5.02,-4.64,8.43,-4.84,4.64,0.17,0.12,0.33,600.0,0.2,8.56,5.0,-3.64,16.09,-2.15,21.26,-3.36,14.62,-3.67,17.3,-1.51,23.74,-3.63,15.83,0.2,0.27,0.19,"NGC_6828.dat"
"NGC_6830",297.74583,23.1,140,111,8,49,82,49,44.14,73.87,44.14,-2.72,4.08,-3.77,10.59,-2.97,3.94,-5.54,4.58,-6.04,10.31,-6.11,4.76,0.27,0.07,0.54,1639.0,0.5,7.57,3.0,-4.05,20.22,-1.95,29.87,-3.85,20.07,-2.71,18.12,6.89,22.91,-2.34,17.85,0.21,0.32,0.2,"NGC_6830.dat"
"NGC_6832",297.0625,59.42167,461,422,15,274,328,295,64.93,77.72,69.91,-1.01,3.31,-0.8,4.33,-0.9,3.54,-2.78,4.09,-3.12,5.28,-2.98,4.82,0.13,0.24,0.3,1750.0,0.1,9.48,12.5,-1.58,9.48,-3.14,11.88,-1.8,9.55,-0.72,11.59,3.12,13.87,-0.27,11.31,0.08,0.06,0.04,"NGC_6832.dat"
"NGC_6834",298.05,29.40833,239,159,15,91,121,93,57.23,76.1,58.49,-3.64,3.88,-3.52,7.27,-3.69,3.93,-2.84,4.35,-2.26,8.09,-2.84,4.73,-0.17,0.03,-0.27,2067.0,0.71,7.88,3.43,-5.01,17.53,-8.07,24.31,-4.95,17.57,-1.32,18.16,-1.97,24.79,-1.31,18.07,0.29,0.38,0.3,"NGC_6834.dat"
"NGC_6837",298.28333,11.69833,44,36,3,22,0,5,61.11,0.0,13.89,-2.8,4.45,"nan","nan",-9.39,1.58,-2.36,3.94,"nan","nan",-3.42,1.31,0.31,-99.99,0.89,943.0,0.25,9.0,2.0,3.53,11.02,"nan","nan",1.0,8.0,0.16,10.77,"nan","nan",-1.08,7.94,0.35,-99.99,0.36,"NGC_6837.dat"
"NGC_6839",298.6375,17.93833,136,118,11,84,94,78,71.19,79.66,66.1,-0.82,5.88,-1.18,7.8,-1.0,5.59,-3.83,6.06,-3.43,8.54,-3.92,5.85,0.06,-0.04,0.15,1410.0,0.29,9.15,2.64,-6.41,16.18,-13.71,19.3,-4.79,14.88,1.6,16.38,8.22,17.67,0.46,14.89,-0.21,-0.16,-0.24,"NGC_6839.dat"
"NGC_6840",298.825,12.12667,93,80,3,64,71,62,80.0,88.75,77.5,-1.21,6.0,-2.03,8.43,-0.95,5.45,0.83,6.14,0.21,8.11,0.78,6.27,0.04,-0.06,0.07,1970.0,0.25,9.11,3.5,-14.34,26.36,-27.0,34.68,-13.24,24.89,9.04,21.01,30.81,8.71,8.0,19.58,-0.53,-0.85,-0.53,"NGC_6840.dat"
"NGC_6843",299.025,12.16333,83,64,3,42,55,7,65.62,85.94,10.94,0.92,6.63,-0.18,11.03,2.97,7.78,1.97,5.59,2.21,7.33,1.15,4.75,-0.01,0.19,1.0,1945.0,0.3,9.11,3.0,-0.33,18.27,6.16,20.99,0.2,12.83,-1.28,16.05,-13.1,23.15,0.68,11.42,-0.18,-0.52,-0.17,"NGC_6843.dat"
"NGC_6847",299.15417,30.21333,408,305,12,213,230,204,69.84,75.41,66.89,-0.15,6.54,-0.31,8.39,-0.18,6.03,-2.79,6.64,-3.53,7.67,-2.98,6.29,-0.01,0.01,-0.02,1894.0,0.58,8.7,5.0,-2.66,24.15,-3.69,28.75,-2.38,23.3,0.8,23.1,6.11,27.15,0.77,22.21,-0.38,-0.43,-0.37,"NGC_6847.dat"
"NGC_6858",300.73333,11.25833,121,107,6,73,92,71,68.22,85.98,66.36,0.02,5.04,0.11,8.76,0.39,5.45,-0.32,5.4,-0.39,7.99,-0.08,5.45,0.08,0.13,0.18,1310.0,0.13,9.4,3.76,1.04,15.15,3.74,18.29,0.36,14.12,-3.29,15.62,-13.51,21.8,-3.31,14.72,0.03,-0.07,0.0,"NGC_6858.dat"
"NGC_6866",300.97917,44.15833,531,427,12,304,380,315,71.19,88.99,73.77,-1.23,4.95,-1.0,7.4,-1.31,5.09,-2.47,5.0,-2.92,7.26,-2.56,5.29,0.07,0.27,0.16,1470.0,0.1,8.8,7.5,0.61,17.2,3.15,26.45,0.82,17.21,-0.78,15.91,8.67,21.39,-0.55,15.79,0.21,0.06,0.19,"NGC_6866.dat"
"NGC_6871",301.49583,35.77667,2971,2205,77,1642,1563,1614,74.47,70.88,73.2,-3.6,5.38,-3.68,4.92,-3.54,5.26,-4.61,5.16,-4.55,4.73,-4.65,5.0,0.07,0.13,0.13,1574.0,0.44,6.96,15.0,-6.56,22.45,-6.28,22.52,-6.62,22.2,-3.54,22.14,-3.72,22.17,-3.48,21.93,0.08,0.07,0.07,"NGC_6871.dat"
"NGC_6873",301.93333,21.0975,662,545,22,407,439,408,74.68,80.55,74.86,-2.87,5.8,-2.67,6.63,-2.95,5.84,-5.82,5.77,-5.69,6.34,-5.79,5.9,0.2,0.22,0.3,1250.0,0.35,8.94,8.0,-0.12,18.86,0.71,22.72,-0.02,18.45,-7.43,18.29,-9.18,22.19,-7.43,17.85,-0.05,-0.09,-0.08,"NGC_6873.dat"
"NGC_6883",302.82917,35.83167,8227,6123,141,4375,3669,4400,71.45,59.92,71.86,-2.74,5.68,-2.61,4.4,-2.68,5.74,-3.78,5.34,-3.72,4.1,-3.8,5.42,0.1,0.13,0.16,1380.0,0.3,"nan",24.18,-6.58,27.66,-5.78,24.47,-6.87,28.15,-1.8,26.13,-2.38,23.11,-1.66,26.6,-0.01,-0.01,-0.01,"NGC_6883.dat"
"NGC_6885",303.00417,26.47833,859,740,30,563,604,552,76.08,81.62,74.59,-2.95,5.52,-3.11,6.1,-2.91,5.33,-4.85,5.39,-4.67,6.1,-4.88,5.37,0.14,0.21,0.22,597.0,0.08,9.16,10.5,-4.94,20.96,-5.35,25.7,-4.96,20.64,-4.69,19.42,-5.56,23.47,-4.59,19.02,0.33,0.32,0.31,"NGC_6885.dat"
"NGC_6904",305.45,25.74,213,159,8,113,132,109,71.07,83.02,68.55,-1.61,5.13,-1.87,6.37,-1.45,5.31,-5.64,4.63,-6.16,6.43,-5.64,4.55,0.08,0.12,0.14,1355.0,0.39,9.0,4.5,-3.44,13.94,-4.36,18.86,-3.52,13.03,-4.98,14.61,0.03,18.36,-5.05,13.85,0.14,0.17,0.12,"NGC_6904.dat"
"NGC_6910",305.8,40.77833,154,118,7,90,101,100,76.27,85.59,84.75,-1.22,4.14,-0.93,4.6,-1.03,4.53,-5.81,3.65,-5.91,4.79,-5.99,4.71,0.03,-0.04,-0.06,1139.0,0.97,7.13,4.57,9.08,13.04,21.7,10.03,19.57,10.89,-2.09,11.36,4.6,11.55,3.82,11.25,0.2,-0.47,-0.31,"NGC_6910.dat"
"NGC_6913",305.9875,38.50833,161,135,4,85,83,68,62.96,61.48,50.37,-2.26,3.39,-2.95,4.95,-2.21,3.44,-3.51,3.4,-3.98,3.68,-4.33,2.32,0.19,0.17,0.51,1148.0,0.74,7.11,5.45,-2.94,9.67,-1.77,8.97,-2.78,8.3,1.28,10.73,2.83,10.58,0.48,9.42,0.44,0.46,0.4,"NGC_6913.dat"
"NGC_6938",308.675,22.215,132,114,7,64,96,69,56.14,84.21,60.53,0.59,4.64,1.77,8.85,0.55,5.67,-3.05,4.48,-3.1,9.15,-3.0,4.74,0.09,0.22,0.32,1250.0,0.13,9.11,4.1,0.14,15.77,-13.07,19.96,0.16,15.91,-0.65,16.53,9.35,23.11,-0.52,17.06,0.01,0.01,-0.03,"NGC_6938.dat"
"NGC_6939",307.875,60.66167,602,529,13,394,339,387,74.48,64.08,73.16,-1.73,3.58,-2.17,4.67,-1.73,3.53,-3.87,3.91,-4.51,4.42,-3.92,3.9,0.03,0.04,0.05,1800.0,0.33,9.2,9.0,-0.37,13.38,0.05,11.06,-0.42,13.23,-1.63,14.06,-1.08,11.94,-1.56,13.86,-0.03,-0.06,-0.03,"NGC_6939.dat"
"NGC_6940",308.60833,28.28333,1660,1470,45,1089,1117,1113,74.08,75.99,75.71,-3.56,5.43,-3.51,5.45,-3.52,5.45,-3.32,5.66,-3.07,5.92,-3.3,6.07,0.09,0.14,0.18,770.0,0.21,8.86,15.25,-3.12,21.83,-3.19,24.29,-3.2,22.61,-0.78,20.01,-0.97,22.05,-0.62,20.39,-0.07,-0.09,-0.09,"NGC_6940.dat"
"NGC_6950",310.26667,16.61833,266,229,5,151,190,146,65.94,82.97,63.76,-1.73,4.8,-1.35,6.87,-1.94,4.96,-2.25,4.46,-2.64,6.37,-2.23,4.86,0.16,0.13,0.44,1070.0,0.06,9.26,6.75,1.15,14.4,4.04,19.52,1.27,13.91,-3.55,13.56,-3.55,18.85,-3.5,13.02,0.19,0.23,0.14,"NGC_6950.dat"
"NGC_6991",313.725,47.41667,1623,1378,42,1020,821,957,74.02,59.58,69.45,-1.76,6.1,-3.12,5.26,-1.72,5.83,1.86,5.77,0.62,4.78,1.83,5.53,0.21,0.13,0.4,700.0,0.0,9.11,13.0,-1.97,20.15,0.19,17.77,-2.02,18.83,1.65,19.61,3.63,17.36,1.73,18.3,0.12,0.12,0.09,"NGC_6991.dat"
"NGC_6996",314.125,44.63333,471,412,18,281,328,299,68.2,79.61,72.57,-2.7,4.1,-2.81,5.48,-2.53,4.8,-5.44,4.09,-5.25,4.86,-5.33,4.06,0.13,0.18,0.28,760.0,0.52,8.54,8.09,-2.33,13.63,-1.41,16.81,-2.69,13.75,-5.1,16.05,-5.72,21.4,-5.35,16.86,0.23,0.24,0.21,"NGC_6996.dat"
"NGC_6997",314.125,44.65,166,146,4,84,51,35,57.53,34.93,23.97,-2.34,3.58,-4.38,4.13,-3.85,2.01,-6.03,3.08,-8.06,4.48,-7.83,1.33,0.13,-0.11,-0.71,1513.0,0.62,8.43,4.5,-1.82,11.6,-0.72,9.81,-1.6,9.33,-2.54,10.04,-2.18,7.94,-3.43,8.11,0.24,0.2,0.22,"NGC_6997.dat"
"NGC_7024",316.5375,41.48833,67,56,2,37,0,38,66.07,0.0,67.86,-2.66,3.69,"nan","nan",-2.81,3.9,-3.29,3.82,"nan","nan",-3.48,3.81,0.15,-99.99,0.25,1760.0,1.1,8.7,3.0,3.18,14.49,"nan","nan",3.35,14.2,-2.92,17.16,"nan","nan",-2.59,17.03,-0.05,-99.99,-0.07,"NGC_7024.dat"
"NGC_7031",316.8,50.875,128,117,3,89,108,92,76.07,92.31,78.63,-2.96,3.61,-2.61,4.79,-2.73,3.99,-4.64,2.97,-5.15,4.84,-4.54,2.93,0.11,0.12,0.11,900.0,0.85,8.14,5.79,-3.34,9.97,-11.61,14.54,-4.07,9.84,-6.9,11.26,-7.19,19.51,-7.42,11.63,-0.29,-0.79,-0.33,"NGC_7031.dat"
"NGC_7036",317.50833,15.51667,23,22,1,0,0,16,0.0,0.0,72.73,"nan","nan","nan","nan",1.86,3.35,"nan","nan","nan","nan",-6.51,5.75,-99.99,-99.99,0.62,1000.0,0.1,9.5,2.5,"nan","nan","nan","nan",-6.09,11.28,"nan","nan","nan","nan",-4.7,13.29,-99.99,-99.99,0.99,"NGC_7036.dat"
"NGC_7037",317.725,33.76333,139,117,4,94,98,80,80.34,83.76,68.38,0.41,5.53,0.63,6.75,0.5,4.64,-3.53,6.32,-3.63,7.5,-3.68,5.76,0.07,0.23,0.2,1760.0,1.1,8.7,4.0,4.3,17.01,5.26,18.76,2.19,13.29,0.03,18.34,3.07,19.76,-1.55,14.12,0.4,0.35,0.34,"NGC_7037.dat"
"NGC_7039",317.7,45.61667,944,681,27,472,544,469,69.31,79.88,68.87,-1.98,5.23,-1.96,6.54,-1.94,5.29,-1.0,4.8,-1.21,5.98,-1.04,4.79,0.08,0.06,0.12,951.0,0.13,7.82,7.5,-1.85,19.12,-1.83,24.23,-1.93,18.89,0.24,17.98,2.32,22.71,0.29,17.78,0.08,0.09,0.08,"NGC_7039.dat"
"NGC_7044",318.2875,42.495,287,230,8,175,178,129,76.09,77.39,56.09,-2.18,8.98,-1.05,11.11,-1.84,6.35,-5.81,10.51,-5.44,10.46,-4.77,6.48,0.08,0.12,0.29,3326.0,0.66,9.1,3.56,1.38,30.43,-2.02,33.49,-0.55,24.58,9.88,36.46,15.09,42.24,1.85,30.8,0.42,0.5,0.37,"NGC_7044.dat"
"NGC_7055",319.875,57.57,39,34,3,26,0,12,76.47,0.0,35.29,-0.68,5.13,"nan","nan",-1.35,1.75,4.28,6.25,"nan","nan",0.65,2.84,0.19,-99.99,0.33,1275.0,1.1,8.9,3.0,11.6,15.83,"nan","nan",3.16,11.4,17.21,15.05,"nan","nan",9.72,10.94,0.28,-99.99,0.4,"NGC_7055.dat"
"NGC_7058",320.47083,50.81833,149,115,6,93,62,100,80.87,53.91,86.96,-2.93,7.66,-3.28,6.07,-2.88,8.53,-5.36,6.04,-6.56,6.79,-5.34,7.96,0.26,-0.09,0.47,404.0,0.08,8.35,4.0,-10.26,25.15,-6.11,20.1,-17.26,30.38,-6.13,15.43,-3.84,10.95,-7.0,13.56,-0.02,0.15,-0.52,"NGC_7058.dat"
"NGC_7062",320.8625,46.37833,196,156,7,95,119,100,60.9,76.28,64.1,-1.05,3.69,-1.48,5.94,-1.14,3.76,-2.19,3.7,-1.9,5.49,-2.2,4.0,-0.1,-0.18,-0.23,1480.0,0.45,8.46,3.89,-2.18,13.97,-1.64,18.07,-2.06,14.0,-1.6,14.26,-2.17,19.15,-1.57,14.19,0.22,0.35,0.24,"NGC_7062.dat"
"NGC_7063",321.0875,36.48667,166,134,9,0,98,72,0.0,73.13,53.73,"nan","nan",-3.13,8.86,-2.15,3.56,"nan","nan",-3.67,6.53,-2.89,3.14,-99.99,0.18,0.03,689.0,0.09,7.98,5.0,"nan","nan",2.49,16.82,-1.59,15.88,"nan","nan",-1.98,13.49,-3.72,11.9,-99.99,0.35,0.3,"NGC_7063.dat"
"NGC_7067",321.09583,48.01,113,92,4,56,56,62,60.87,60.87,67.39,-3.8,4.58,-3.58,6.17,-3.67,4.71,-5.41,3.83,-6.13,5.77,-5.64,4.85,0.14,0.11,0.3,3600.0,0.75,8.0,3.33,-12.74,20.01,-14.14,19.96,-14.96,21.32,-7.72,11.84,-6.82,11.29,-7.81,12.32,0.0,0.03,-0.04,"NGC_7067.dat"
"NGC_7071",321.6625,47.92,1083,973,28,693,790,672,71.22,81.19,69.06,-1.2,5.19,-0.7,6.23,-1.16,4.94,-1.79,4.45,-1.82,5.61,-1.79,4.51,0.04,0.09,0.07,1684.0,1.14,8.48,9.93,-1.6,19.32,-4.35,24.68,-1.66,18.96,-2.46,15.14,-2.94,18.89,-2.44,14.73,0.04,0.01,0.03,"NGC_7071.dat"
"NGC_7082",322.32083,47.12667,2331,2005,52,1346,1349,1319,67.13,67.28,65.79,-1.83,5.52,-1.83,5.38,-1.78,5.47,-2.2,5.1,-2.17,5.07,-2.29,4.93,0.07,0.13,0.15,1442.0,0.24,8.23,13.0,-2.36,20.5,-2.42,21.8,-2.41,20.13,1.26,19.61,1.65,20.76,1.27,19.29,-0.04,-0.05,-0.05,"NGC_7082.dat"
"NGC_7084",323.1375,17.50833,137,126,6,72,96,17,57.14,76.19,13.49,-1.65,4.26,-2.83,7.04,-4.59,3.34,-6.81,4.19,-8.36,7.88,-11.07,0.64,0.23,0.23,-0.56,765.0,0.1,9.18,8.5,0.17,11.39,7.58,8.81,-0.3,8.82,-7.04,12.14,-1.02,10.31,-6.38,9.32,0.24,-0.26,0.22,"NGC_7084.dat"
"NGC_7086",322.6125,51.6,362,313,13,216,235,214,69.01,75.08,68.37,-1.98,4.06,-2.35,5.18,-1.99,3.94,0.41,3.87,0.26,4.5,0.3,3.84,0.12,0.16,0.22,1298.0,0.81,8.14,6.5,-0.37,17.12,1.88,19.75,-0.44,16.69,1.35,15.61,2.43,18.51,1.52,15.16,0.06,0.03,0.05,"NGC_7086.dat"
"NGC_7092",322.95,48.43333,1863,1580,38,11,1149,20,0.7,72.72,1.27,-8.68,0.47,-2.31,5.06,-8.78,0.81,-20.48,0.5,-1.04,5.43,-20.43,0.68,-0.61,0.15,-0.77,326.0,0.01,8.45,15.0,-2.28,11.18,-2.34,19.65,-2.24,11.19,-0.77,10.86,-0.49,18.94,-0.66,10.8,0.04,0.02,0.03,"NGC_7092.dat"
"NGC_7093",323.5875,45.965,77,62,5,43,32,16,69.36,51.61,25.81,0.48,4.72,1.31,8.8,-2.58,1.56,-1.1,5.17,-1.88,9.05,-1.1,3.96,0.14,0.2,-0.79,1785.0,0.61,8.95,3.12,-0.89,13.52,-1.52,7.51,0.9,9.4,-8.65,16.97,-5.22,12.39,-4.03,12.04,0.12,0.04,0.19,"NGC_7093.dat"
"NGC_7127",325.92083,54.63,61,52,3,21,32,11,40.38,61.54,21.15,-2.38,4.08,-0.88,9.14,-5.41,2.18,-4.83,2.23,-3.85,6.78,-4.44,1.3,0.1,-0.05,0.15,1445.0,0.9,8.6,3.0,-1.38,13.94,-3.74,14.69,-0.97,12.2,-3.14,8.78,-3.65,7.68,-3.65,7.76,0.08,0.25,0.08,"NGC_7127.dat"
"NGC_7128",325.9875,53.715,94,54,5,30,23,35,55.56,42.59,64.81,-5.11,2.82,-7.34,5.53,-4.5,3.38,-5.79,1.89,-4.12,4.89,-6.1,2.32,-0.14,-0.41,-0.35,2307.0,1.02,7.25,2.5,-3.23,11.2,-0.73,8.47,-3.88,12.36,-1.86,9.05,-3.99,7.91,-0.2,9.37,0.27,0.62,0.36,"NGC_7128.dat"
"NGC_7142",326.2875,65.775,350,331,12,223,189,202,67.37,57.1,61.03,-2.04,3.85,-2.16,4.68,-2.07,3.63,-1.45,3.56,-1.03,4.02,-1.46,3.27,-0.03,0.05,-0.07,2300.0,0.35,9.48,7.5,-1.85,12.16,-1.7,10.93,-1.84,11.3,-2.34,11.2,-2.82,10.18,-2.19,10.46,0.12,0.11,0.12,"NGC_7142.dat"
"NGC_7160",328.41667,62.60333,57,43,1,23,26,19,53.49,60.47,44.19,-2.71,1.95,-2.38,2.96,-2.79,1.6,-0.83,1.67,-0.77,3.16,-1.09,1.31,-0.15,0.14,-0.55,789.0,0.38,7.28,3.0,1.44,10.2,2.6,11.54,1.07,9.79,-1.84,8.76,-2.37,9.7,-1.55,8.38,0.31,0.34,0.29,"NGC_7160.dat"
"NGC_7175",329.69167,54.81833,1915,1621,46,1284,1295,1295,79.21,79.89,79.89,-3.07,5.47,-3.14,5.41,-3.06,5.49,-5.33,4.67,-5.36,4.77,-5.31,4.79,0.15,0.23,0.26,1930.0,0.87,8.4,16.5,-3.13,20.45,-2.82,22.35,-3.15,20.65,-5.67,17.11,-5.61,18.53,-5.72,17.17,-0.05,-0.07,-0.08,"NGC_7175.dat"
"NGC_7193",330.7625,10.80167,86,72,2,49,53,46,68.06,73.61,63.89,-1.77,7.23,-1.67,11.01,-2.3,7.94,-6.84,5.78,-7.18,9.41,-6.59,5.53,0.08,0.12,0.13,1080.0,0.03,9.65,7.0,1.18,19.26,2.78,17.34,1.14,16.66,-16.24,16.35,-21.31,11.91,-14.28,15.03,-0.14,-0.48,-0.14,"NGC_7193.dat"
"NGC_7209",331.27917,46.48333,147,113,6,53,62,71,46.9,54.87,62.83,0.51,3.09,0.42,5.47,0.01,4.1,-0.26,2.34,0.18,4.49,-1.05,3.97,0.21,0.26,0.67,1168.0,0.17,8.62,4.5,2.36,14.55,3.33,16.35,3.76,16.4,0.3,10.48,-0.15,11.55,1.65,11.36,0.06,0.03,-0.04,"NGC_7209.dat"
"NGC_7226",332.60833,55.39833,149,119,9,85,92,74,71.43,77.31,62.19,-2.01,6.53,-2.47,7.85,-2.05,6.62,-2.31,6.49,-1.68,8.22,-2.03,4.78,0.03,0.1,0.04,2616.0,0.54,8.44,2.84,-3.2,14.73,-1.4,15.49,-2.65,11.95,-8.86,21.23,-17.77,21.26,-6.48,17.67,-0.16,-0.29,-0.13,"NGC_7226.dat"
"NGC_7235",333.10417,57.27,168,140,11,87,109,92,62.14,77.86,65.71,-1.28,4.05,-0.92,5.78,-1.38,4.26,-2.47,3.3,-3.17,5.67,-2.63,3.76,0.12,0.22,0.22,3330.0,0.9,6.9,3.98,6.34,20.56,15.01,27.75,7.61,21.47,-2.96,15.38,0.36,20.54,-2.69,16.13,0.19,0.1,0.18,"NGC_7235.dat"
"NGC_7243",333.78333,49.89833,990,815,23,573,643,562,70.31,78.9,68.96,-0.49,5.29,-0.83,6.47,-0.6,5.59,-1.31,4.05,-1.29,4.73,-1.4,3.72,0.13,0.13,0.2,808.0,0.22,8.06,10.0,1.26,17.11,4.03,20.57,1.47,16.88,0.27,15.63,1.39,19.8,0.42,15.75,0.16,0.15,0.15,"NGC_7243.dat"
"NGC_7245",333.79583,54.34333,191,147,9,108,107,85,73.47,72.79,57.82,-2.99,6.55,-3.06,7.49,-2.47,5.64,-1.95,7.35,-1.26,7.0,-1.76,4.43,0.1,0.1,0.43,3467.0,0.45,8.65,3.52,-5.41,20.74,-5.76,21.82,-5.18,17.04,2.19,29.41,0.51,33.25,0.29,24.43,-0.01,-0.03,-0.03,"NGC_7245.dat"
"NGC_7261",335.02917,58.12806,214,182,13,129,90,110,70.88,49.45,60.44,-2.22,5.15,-4.54,5.09,-2.3,4.92,-3.51,3.82,-4.25,4.53,-3.73,3.0,0.1,0.06,0.14,2830.0,0.88,8.2,4.8,-2.27,15.99,0.81,12.72,-2.13,13.88,-4.42,13.26,-3.13,10.61,-3.82,11.73,0.37,0.37,0.35,"NGC_7261.dat"
"NGC_7281",336.325,57.81667,375,329,17,253,271,255,76.9,82.37,77.51,-1.84,4.54,-2.09,5.37,-1.94,4.62,-3.35,3.4,-3.42,3.79,-3.35,3.37,0.09,0.07,0.13,1620.0,0.5,7.86,6.28,-1.24,16.23,0.91,19.67,-0.97,15.79,-2.5,12.62,-1.38,15.83,-2.53,12.38,-0.05,-0.08,-0.06,"NGC_7281.dat"
"NGC_7296",337.00417,52.32278,180,146,8,102,118,53,69.86,80.82,36.3,-3.5,5.58,-3.83,7.73,-3.72,2.48,-1.03,5.72,-0.41,7.49,-1.67,3.88,0.03,-0.01,-0.22,2450.0,0.24,8.45,3.51,-3.6,16.93,-1.65,21.19,-3.44,12.9,-2.37,15.41,-8.16,17.89,-1.35,11.86,0.15,0.31,0.14,"NGC_7296.dat"
"NGC_7352",339.92917,57.395,222,202,6,143,99,140,70.79,49.01,69.31,0.24,4.21,0.4,3.88,0.11,3.95,-3.44,3.21,-2.64,3.76,-3.22,3.33,0.16,0.14,0.27,2550.0,1.1,7.7,4.98,3.31,14.77,2.01,12.24,3.21,14.12,-4.84,9.93,-5.16,7.71,-5.1,9.27,0.29,0.29,0.28,"NGC_7352.dat"
"NGC_7380",341.8375,58.13167,292,225,7,180,197,165,80.0,87.56,73.33,-1.04,3.98,-0.71,4.78,-1.28,3.48,-4.19,3.46,-4.58,4.59,-4.16,3.37,-0.03,0.05,-0.12,2222.0,0.6,7.08,5.0,-0.71,13.63,-3.72,20.37,-0.24,12.58,-3.97,10.76,0.66,13.52,-4.08,9.78,0.18,0.27,0.19,"NGC_7380.dat"
"NGC_7394",342.59583,52.135,160,138,8,105,118,106,76.09,85.51,76.81,-1.74,5.18,-2.02,7.43,-2.03,5.23,-0.4,4.23,-1.05,5.63,-0.41,4.52,0.12,0.31,0.2,1310.0,0.35,8.78,5.0,5.45,19.66,23.22,17.85,7.03,19.77,-3.78,14.09,-3.11,20.63,-4.01,14.24,0.33,0.38,0.34,"NGC_7394.dat"
"NGC_7419",343.58333,60.815,129,91,4,63,79,62,69.23,86.81,68.13,-0.42,2.76,-0.65,4.11,-0.36,2.65,-0.83,2.85,-0.47,5.14,-0.69,2.9,-0.13,-0.13,-0.29,2300.0,2.02,7.15,3.26,-2.64,10.39,-6.33,16.36,-2.52,9.94,-1.45,10.21,-7.08,11.48,-1.63,9.68,-0.02,-0.1,0.0,"NGC_7419.dat"
"NGC_7423",343.78333,57.09667,100,73,3,43,66,33,58.9,90.41,45.2,-1.05,3.17,-0.77,6.96,-1.13,2.83,-3.99,3.56,-3.93,6.17,-3.4,2.3,0.09,0.25,0.16,4150.0,0.75,9.15,2.5,0.13,10.04,5.37,3.98,-0.2,8.57,-2.7,10.5,10.15,17.72,-3.47,9.19,0.27,-0.04,0.26,"NGC_7423.dat"
"NGC_7429",344.0,59.97333,214,189,10,151,168,155,79.89,88.89,82.01,-0.29,4.55,-0.2,5.63,-0.2,4.97,-0.35,3.35,-0.16,4.5,-0.4,3.44,0.16,0.15,0.23,1190.0,1.16,7.6,7.5,1.2,11.63,3.83,16.24,0.84,11.0,1.85,10.1,4.84,14.0,2.04,9.92,0.31,0.45,0.29,"NGC_7429.dat"
"NGC_743",29.65417,60.155,131,118,5,89,98,81,75.42,83.05,68.64,-0.94,4.48,-1.02,5.55,-1.09,3.45,-1.39,3.21,-1.2,3.89,-1.36,3.5,-0.02,0.02,0.02,1618.0,0.95,8.7,4.5,6.12,15.89,13.88,17.26,4.54,14.58,-4.94,8.16,-9.86,6.69,-4.06,7.09,-0.36,-0.2,-0.38,"NGC_743.dat"
"NGC_7438",344.34167,54.33833,75,68,3,39,30,35,57.35,44.12,51.47,-3.65,4.02,-3.8,5.53,-3.75,4.03,-1.1,2.67,-0.87,4.11,-0.99,2.47,0.03,0.25,0.04,1000.0,0.35,8.8,3.02,-2.28,13.55,-2.32,12.21,-2.33,12.86,-0.9,9.74,-1.13,8.65,-1.02,9.29,0.13,0.1,0.13,"NGC_7438.dat"
"NGC_744",29.6375,55.47333,78,70,6,30,0,31,42.86,0.0,44.29,-2.69,1.46,"nan","nan",-2.63,1.59,-2.36,1.3,"nan","nan",-2.4,1.34,-0.27,-99.99,-0.32,1207.0,0.38,8.25,3.0,-2.0,7.25,"nan","nan",-2.02,7.38,-2.63,6.21,"nan","nan",-2.61,6.34,-0.1,-99.99,-0.09,"NGC_744.dat"
"NGC_7510",347.7625,60.57,159,128,12,79,100,82,61.72,78.12,64.06,-3.49,3.23,-2.96,5.37,-3.53,3.47,-0.02,2.29,0.0,4.2,0.03,2.3,0.01,0.15,0.03,3480.0,0.9,7.35,3.41,0.56,17.34,3.82,25.49,0.97,17.87,-4.31,13.57,-11.52,17.8,-4.76,14.01,-0.05,-0.03,-0.04,"NGC_7510.dat"
