"Cluster","RAJ2000","DEJ2000","Class","Diam","Dist","E(B-V)","Age","r_pmRA","pmRA","e_pmRA","pmDE","e_pmDE","Nc","K14","RV","e_RV","o_RV","r_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","TrType"
"NGC 2331",106.74583,27.26167,"nan",14.0,1285.0,0.06,9.23,"D14",-0.48,0.19,-1.05,0.33,96.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-m-*"
"FSR 1209",106.76667,-13.8475,"IR",0.6,2964.0,0.437,9.12,"K14",-0.89,0.49,-2.49,0.49,95.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 12",106.79167,-28.2,"nan",5.0,900.0,0.05,7.56,"D14",-2.0,0.42,2.72,0.42,54.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"Ruprecht 11",106.8375,-20.8,"nan",5.0,1870.0,0.17,9.18,"D14",-0.71,0.28,2.0,0.45,64.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"FSR 1202",106.85833,-12.79833,"IR",4.5,2436.0,0.208,9.225,"D14",0.27,0.4,-0.21,0.44,63.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1170",106.8625,-8.8675,"IR",1.6,2276.0,0.666,8.755,"D14",0.83,0.02,-1.82,0.02,30.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2338",106.94583,-5.72,"nan",7.0,1800.0,0.48,8.74,"D14",-0.43,0.23,0.27,0.21,139.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 13",106.9625,-25.86972,"nan",4.5,1300.0,0.26,9.0,"D14",-2.15,0.13,-0.96,0.01,54.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-p-*"
"NGC 2343",107.025,-10.61667,"nan",5.0,1056.0,0.118,7.104,"BDW",-2.09,2.79,-1.41,2.08,1.0,"K14",14.89,0.15,1.0,"MMU",-0.3,0.15,"nan","nan"
"NGC 2345",107.075,-13.19333,"nan",12.0,2251.0,0.616,7.853,"D14",-0.56,0.04,-0.04,0.01,342.0,"K14",59.19,0.36,4.0,"MMU","nan","nan","nan","nan"
"FSR 1204",107.08333,-12.89111,"IR",1.2,1706.0,0.312,9.32,"D14",-2.58,1.27,2.95,0.44,19.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1113",107.2875,-1.51194,"IR",0.8,5805.0,0.562,8.3,"K14",1.12,0.66,-4.78,0.66,15.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 35",107.48333,2.73361,"nan",6.0,4390.0,0.47,8.95,"D14",-3.29,0.04,3.34,0.24,115.0,"K14","nan","nan","nan","nan",-0.13,0.18,"nan","2-1-m-*"
"OCl 374",107.55,75.20333,"p",4.5,1900.0,1.27,7.85,"D14",-5.51,0.73,-11.15,1.23,6.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 34",107.625,6.07,"nan",36.0,550.0,0.04,8.55,"K05",-2.36,0.78,-1.87,0.32,9.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Dias 3",107.62917,-8.4275,"nan",16.0,4650.0,0.64,9.15,"D14",1.67,0.14,-2.33,0.12,384.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Alessi 21",107.69583,-9.33667,"nan",42.0,500.0,0.07,7.47,"ALE",-4.0,1.3,2.8,1.3,11.0,"K14",38.8,1.78,1.0,"D14","nan","nan","nan","nan"
"NGC 2349",107.7,-8.59333,"nan",18.0,1628.0,0.61,8.88,"D14",0.71,0.12,-2.23,0.07,545.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 35",108.16667,2.12,"nan",48.0,800.0,0.06,8.49,"K05",-2.68,0.39,-0.94,0.31,19.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2352",108.27083,-24.03833,"nan",6.0,1750.0,0.32,8.08,"D14",-2.13,0.3,4.3,0.37,125.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1183",108.34167,-9.87167,"IR",6.0,1634.0,0.416,8.585,"D14",-2.9,0.18,-3.22,0.16,102.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2351",108.37917,-10.48667,"nan",10.0,1882.0,0.92,8.38,"D14",-4.02,0.21,-1.54,0.13,190.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2354",108.54167,-25.69,"nan",18.0,1750.0,0.18,9.18,"D14",-2.92,0.1,1.67,0.12,626.0,"K14",33.45,0.35,8.0,"MMU",-0.3,0.02,12.0,"nan"
"FSR 1153",108.59167,-5.67056,"IR",1.3,3095.0,0.146,8.065,"D14",-2.69,0.59,-0.9,0.02,20.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2353",108.625,-10.26667,"nan",18.0,1170.0,0.1,8.1,"D14",-3.92,0.07,-1.18,0.09,491.0,"K14",18.78,1.44,7.0,"FM09","nan","nan","nan","nan"
"ASCC 36",108.62917,-21.12,"nan",21.6,750.0,0.0,8.51,"D14",-1.89,0.06,0.25,0.11,670.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder 132",108.83333,-30.68333,"nan",80.0,472.0,0.037,7.08,"TYC",-2.01,0.34,2.9,0.34,110.0,"K14",26.58,5.86,3.0,"D14","nan","nan","nan","nan"
"Berkeley 36",109.1,-13.19306,"nan",5.0,6140.0,0.4,9.5,"D14",-1.15,0.01,2.32,0.59,50.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-m-*"
"Alessi 3",109.12083,-46.685,"nan",72.0,288.0,0.11,8.7,"AMD",-11.49,2.14,12.37,2.14,22.0,"K14",20.0,7.4,1.0,"K07",-0.275,0.065,1.0,"4-3-p-*"
"NGC 2355",109.24583,13.75,"nan",7.0,1949.0,0.22,8.9,"SOC",-2.5,0.8,-3.0,1.5,38.0,"K14",35.02,0.16,7.0,"MMU",-0.08,0.08,5.0,"nan"
"ESO 367 10",109.27083,-35.28,"nan",3.0,3027.0,0.916,8.315,"D14",-5.78,0.08,26.59,4.45,2.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-m-*"
"Basel 11a",109.275,-13.96667,"nan",5.0,1520.0,0.0,8.3,"D14",-0.94,0.01,0.33,0.07,94.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder 135",109.32083,-36.81667,"nan",50.0,316.0,0.032,7.407,"TYC",-10.7,0.26,5.3,0.26,18.0,"K14",15.85,0.99,4.0,"D14",-0.219,0.093,5.0,"nan"
"NGC 2360",109.42917,-15.64167,"nan",13.0,1120.0,0.01,8.8,"BDW",-3.51,1.49,8.07,1.57,2.0,"K14",27.28,0.18,18.0,"MMU",-0.03,0.01,3.0,"nan"
"ASCC 37",109.51667,-24.48,"nan",19.2,1600.0,0.0,8.73,"D14",-1.71,0.11,3.61,0.12,719.0,"K14",13.5,0.0,1.0,"K14","nan","nan","nan","nan"
"ESO 559 02",109.52083,-18.595,"nan",1.0,"nan","nan","nan","D14",-3.56,0.34,5.53,0.81,9.0,"K14","nan","nan","nan","nan","nan","nan","nan","1-2-P-*"
"Teutsch 49",109.61667,-17.61306,"nan",8.4,3840.0,1.6,8.9,"D14",0.54,0.2,1.48,0.23,108.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Majaess 86",109.62917,-18.37083,"IR",11.0,"nan","nan","nan","D14",0.58,0.07,0.48,0.15,182.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2362",109.67083,-24.955,"nan",5.0,1480.0,0.1,6.7,"BDW",-2.29,0.63,3.03,0.93,2.0,"K14",36.43,6.62,4.0,"D14","nan","nan","nan","nan"
"Bica 4",109.77917,-22.02778,"nan",2.5,3930.0,0.94,7.8,"K14",-6.81,0.57,2.88,0.57,16.0,"K14",19.0,2.0,2.0,"K14","nan","nan","nan","nan"
"Ruprecht 15",109.8875,-19.63333,"nan",2.0,3416.0,0.37,8.7,"K14",-0.21,0.5,6.12,0.5,98.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-1-p-*"
"NGC 2367",110.025,-21.88167,"nan",5.0,1400.0,0.05,6.7,"D14",-2.56,0.07,-0.13,0.38,49.0,"K14",33.1,5.37,3.0,"D14","nan","nan","nan","nan"
"Haffner 6",110.025,-13.13333,"nan",6.0,3054.0,0.45,8.826,"D14",-0.55,0.1,3.58,0.01,95.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 37",110.1,-1.1,"nan",4.0,5250.0,0.05,8.8,"D14",-2.44,0.03,5.44,0.3,43.0,"K14","nan","nan","nan","nan",-0.05,0.08,"nan","3-2-p-*"
"NGC 2364",110.19167,-7.55,"nan",13.0,1919.0,0.31,8.3,"D14",0.88,0.21,-2.57,0.16,312.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1255",110.22083,-19.6475,"IR",2.6,1023.0,0.0,8.495,"K14",-2.59,0.5,4.81,0.5,66.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Saurer 1",110.23333,1.80806,"nan",2.6,13200.0,0.14,9.7,"K14",3.46,0.84,-6.73,0.84,12.0,"K14",98.0,9.0,4.0,"FMMF",-0.38,0.14,2.0,"nan"
"Juchert 12",110.2375,-22.86667,"nan",2.0,2128.0,0.87,7.85,"nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Berkeley 77",110.3625,-3.23361,"nan",6.2,4630.0,0.12,8.8,"D14",-1.8,0.22,0.56,0.17,122.0,"K14","nan","nan","nan","nan","nan","nan","nan","1-2-m-*"
"King 23",110.44583,-0.985,"nan",7.2,3113.0,0.16,8.95,"D14",-2.15,0.28,2.25,0.01,147.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"Wit 3",110.50833,-8.97944,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Haffner 7",110.72917,-29.5,"nan",3.0,4500.0,0.13,9.18,"D14",-1.69,0.22,2.18,0.44,65.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-3-m-*"
"Ruprecht 16",110.80417,-19.45139,"nan",3.5,2160.0,0.71,8.2,"D14",-1.25,0.6,0.07,0.29,72.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"Haffner 8",110.85,-12.33333,"nan",5.0,2380.0,0.032,8.5,"D14",-3.6,0.01,-0.73,0.01,70.0,"K14","nan","nan","nan","nan",0.06,0.04,2.0,"nan"
"Ruprecht 17",110.9,-23.18333,"nan",3.0,1263.0,0.291,8.325,"D14",-2.93,0.31,5.08,0.79,29.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"Berkeley 78",110.90833,5.37083,"nan",6.0,4800.0,0.01,9.45,"D14",0.77,0.01,-4.54,0.33,77.0,"K14",59.1,2.8,1.0,"K14","nan","nan","nan","2-1-p-*"
"NGC 2374",110.98333,-13.26333,"nan",12.0,1468.0,0.09,8.463,"D14",-1.78,0.11,-0.76,0.13,331.0,"K14",29.25,0.22,1.0,"MMU","nan","nan","nan","nan"
"Majaess 88",111.02917,-25.89889,"IR",6.0,"nan","nan","nan","D14",-7.28,0.17,15.9,0.04,5.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ivanov 6",111.05833,-24.63333,"nan",4.5,442.0,1.08,7.2,"D14",0.79,1.02,0.2,1.73,21.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Collinder 140",111.1125,-31.85,"nan",60.0,405.0,0.03,7.548,"TYC",-7.33,0.63,2.7,0.63,10.0,"K14",19.34,2.18,4.0,"D14",-0.1,0.15,"nan","nan"
"Majaess 89",111.15833,-24.58306,"IR",5.0,"nan","nan","nan","D14",2.58,1.64,-16.9,0.18,1.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 18",111.1625,-26.21667,"nan",7.0,1056.0,0.7,7.648,"D14",-1.45,0.25,2.43,0.28,137.0,"K14","nan","nan","nan","nan",-0.01,0.09,1.0,"nan"
"NGC 2383",111.16667,-20.94833,"nan",5.0,3400.0,0.33,8.45,"D14",-2.32,0.23,-0.33,0.39,181.0,"K14",57.37,0.24,1.0,"MMU","nan","nan","nan","nan"
"Haffner 9",111.175,-17.00278,"nan",4.0,1900.0,0.54,8.15,"D14",1.36,0.26,2.09,0.15,66.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-2-m-*"
"Majaess 90",111.1875,-24.49278,"IR",5.0,"nan","nan","nan","D14",-6.54,0.26,22.43,2.57,3.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2384",111.29167,-21.02167,"nan",5.0,3070.0,0.31,7.15,"D14",-1.29,0.2,1.37,0.45,106.0,"K14",53.25,2.92,5.0,"D14","nan","nan","nan","nan"
"FSR 1270",111.52083,-21.18417,"IR",7.9,1607.0,0.312,8.7,"D14",-0.47,0.21,0.93,0.23,246.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Waterloo 7",111.53333,-15.09333,"nan",2.6,2800.0,0.42,"nan","K14",-1.79,0.38,2.63,0.38,119.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1253",111.57083,-18.43194,"IR",6.0,2640.0,0.62,8.4,"D14",-0.02,0.01,0.65,0.13,149.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Melotte 66",111.59583,-47.66667,"nan",14.0,4700.0,0.15,9.53,"D14",-3.09,0.2,3.26,0.19,284.0,"K14",22.1,0.9,36.0,"C14",-0.33,0.03,6.0,"nan"
"Trumpler 6",111.60417,-24.2,"nan",6.0,2083.0,0.62,8.65,"D14",-3.68,0.22,3.76,0.33,77.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"Ruprecht 20",111.67917,-28.81667,"nan",5.0,1208.0,0.1,8.5,"D14",-0.67,0.25,1.0,0.31,112.0,"K14","nan","nan","nan","nan",-0.29,0.04,4.0,"nan"
"DC 3",111.75,-37.52111,"nan",0.7,4317.0,0.541,9.26,"K14",-1.61,1.35,4.99,1.35,17.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 38",111.79583,-5.55,"nan",31.2,500.0,0.07,8.6,"D14",-3.46,0.04,-0.32,0.03,1450.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2395",111.8,13.60833,"nan",14.0,512.0,0.12,9.07,"TYC",-3.36,1.3,-6.02,1.3,9.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Trumpler 7",111.84167,-23.95,"nan",5.0,1474.0,0.266,7.43,"D14",-2.99,0.31,2.64,0.46,93.0,"K14",32.87,10.0,3.0,"D14","nan","nan","nan","nan"
"NGC 2396",112.0,-11.71667,"nan",10.0,588.0,0.05,"nan","D14",-3.19,0.05,0.29,0.03,232.0,"K14",17.7,0.9,1.0,"K07","nan","nan","nan","4-1-p-*"
"FSR 1275",112.025,-21.79611,"IR",4.0,3750.0,0.6,9.4,"D14",-1.79,0.34,0.06,0.26,56.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 29",112.075,-15.4,"nan",5.0,3000.0,0.47,8.45,"D14",-3.04,0.3,2.18,0.01,88.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Haffner 10",112.15,-15.38333,"nan",3.0,3700.0,0.55,9.3,"D14",-1.04,0.65,-0.36,0.01,54.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2394",112.15,7.08667,"nan",8.0,940.0,0.13,8.95,"D14",-0.27,0.43,-0.83,0.39,82.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ESO 559 13",112.175,-20.825,"nan",10.0,2749.0,0.25,9.0,"D14",-2.03,0.16,0.35,0.2,283.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-3-m-*"
"Haffner 24",112.23333,-18.31667,"nan",2.0,2936.0,0.48,7.9,"K14",-2.52,0.45,6.63,0.45,60.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2401",112.35,-13.96667,"nan",2.0,5888.0,0.35,7.8,"K14",2.01,0.59,4.43,0.59,61.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Mayer 3",112.525,-18.53333,"nan",4.0,2494.0,1.0,7.1,"D14",0.55,0.08,2.06,0.39,38.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-n"
"Waterloo 8",112.55,-15.83333,"nan",12.0,"nan","nan","nan","D14",-3.21,0.11,0.64,0.19,212.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 23",112.6625,-23.39333,"nan",12.0,3060.0,0.54,8.78,"D14",-2.75,0.12,2.68,0.16,301.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"Ivanov 7",112.66667,-15.3,"nan",2.8,2299.0,0.37,8.55,"K14",-7.27,0.54,4.74,0.54,80.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Bochum 5",112.75,-16.93333,"nan",15.0,872.0,0.194,7.545,"BDW",-2.67,0.84,1.43,0.75,2.0,"K14",16.0,2.5,1.0,"DL03",-0.171,0.096,4.0,"nan"
"FSR 1234",112.79167,-15.42944,"IR",4.8,1706.0,0.437,8.44,"D14",-2.04,0.01,0.98,0.26,75.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Czernik 30",112.825,-9.96667,"nan",3.0,9120.0,0.24,9.4,"D14",-1.43,0.75,-1.94,0.35,37.0,"K14",79.9,1.5,17.0,"HFSB",-0.21,0.15,9.0,"4-2-p-n"
"Bochum 4",112.90417,-17.19333,"nan",5.0,2291.0,0.63,7.0,"D14",-2.4,0.38,0.11,0.28,31.0,"K14",16.0,3.7,1.0,"D14","nan","nan","nan","nan"
"FSR 1227",112.97083,-13.86,"IR",0.4,4500.0,0.416,8.975,"K14",-1.51,0.64,4.26,0.64,47.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 24",112.97083,-12.76361,"nan",5.0,1983.0,0.35,7.78,"D14",0.42,0.18,0.97,0.15,80.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-1-p-*"
"Bochum 6",113.0,-19.41667,"nan",10.0,3981.0,0.7,7.0,"D14",-1.19,0.14,2.37,0.19,217.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ASCC 39",113.25,-22.95,"nan",36.0,1500.0,0.0,8.71,"D14",-2.22,0.08,0.75,0.1,1501.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2413",113.27917,-13.4,"nan",24.0,440.0,0.04,8.46,"D14",-2.35,0.05,2.13,0.05,1166.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2414",113.3,-15.45333,"nan",5.0,3455.0,0.508,6.976,"D14",-1.87,0.11,-0.26,0.14,153.0,"K14",67.14,3.96,2.0,"D14","nan","nan","nan","nan"
"ESO 429 02",113.35,-28.1875,"p",3.0,1670.0,0.9,8.6,"D14",-1.52,0.21,-0.56,0.5,45.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-3-p-*"
"ASCC 40",113.4,-13.76,"nan",21.6,700.0,0.11,8.58,"D14",-2.47,0.06,1.72,0.05,913.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1243",113.6375,-15.97278,"IR",0.8,4336.0,0.666,6.7,"K14",-1.02,0.31,0.03,0.31,133.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch 61",113.66667,-19.78972,"nan",3.0,1920.0,0.55,6.95,"D14",-0.9,0.16,1.94,0.24,51.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Haffner 11",113.875,-27.69972,"nan",7.0,5800.0,0.5,8.9,"D14",-1.78,0.23,2.28,0.33,71.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-2-m-*"
"NGC 2421",114.05417,-20.61167,"nan",6.0,2200.0,0.42,7.9,"D14",-3.07,0.11,2.41,0.15,197.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2422",114.14583,-14.48333,"nan",25.0,490.0,0.07,7.861,"TYC",-7.15,0.33,1.1,0.33,23.0,"K14",25.92,3.31,13.0,"D14",0.11,0.1,11.0,"nan"
"Czernik 31",114.24583,-20.50972,"nan",6.0,3200.0,0.48,8.2,"D14",-2.15,0.15,2.16,0.26,102.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
"ESO 429 05",114.25833,-32.19833,"nan",1.2,3596.0,0.81,9.1,"D14",1.7,0.93,4.45,1.53,11.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-m-*"
"NGC 2423",114.275,-13.87167,"nan",12.0,766.0,0.097,8.867,"D14",-1.34,0.1,-0.91,0.18,417.0,"K14",18.47,0.11,9.0,"MMU",0.14,0.06,3.0,"nan"
"Ruprecht 26",114.29583,-15.66306,"nan",11.0,1820.0,0.35,8.6,"D14",-1.51,0.12,1.25,0.13,330.0,"K14",15.0,3.7,1.0,"D14",0.313,0.11,1.0,"4-2-p-*"
"Alessi 18",114.29583,-26.38833,"nan",1.4,6287.0,0.645,9.01,"D14",-1.39,1.37,-0.34,1.97,24.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Melotte 71",114.375,-12.06667,"nan",7.0,3154.0,0.113,8.371,"D14",-5.07,0.12,5.76,0.23,265.0,"K14",0.55,0.63,1.0,"D14",-0.32,0.16,2.0,"nan"
"Ruprecht 27",114.42083,-26.52944,"nan",11.0,1490.0,0.03,8.95,"D14",-1.7,0.11,1.73,0.12,293.0,"K14",10.9,1.2,1.0,"K07","nan","nan","nan","4-2-m-*"
"VDBH 4",114.43333,-36.06667,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","K14","nan","nan","nan","nan","nan","nan","nan","2-2-p-*"
"NGC 2425",114.57083,-14.87833,"nan",8.0,3550.0,0.21,9.34,"D14",-2.7,0.14,1.0,0.21,242.0,"K14",102.9,1.2,10.0,"JPF",-0.15,0.09,4.0,"nan"
"NGC 2420",114.59583,21.57333,"nan",5.0,2480.0,0.04,9.3,"D14",-1.76,0.01,-2.38,0.01,145.0,"K14",73.57,0.15,18.0,"MMU",-0.38,0.07,20.0,"nan"
"Melotte 72",114.6,-10.68333,"nan",5.0,3981.0,0.2,8.78,"D14",-3.86,0.01,-0.26,0.18,124.0,"K14","nan","nan","nan","nan",-0.38,"nan","nan","3-1-m-*"
"Arp Madore 2",114.69167,-33.84333,"nan",2.0,13341.0,0.57,9.335,"K14",0.52,1.02,7.96,1.02,19.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ESO 493 03",114.9375,-27.29333,"nan",7.0,1400.0,0.1,8.6,"D14",-0.72,0.4,2.15,0.57,96.0,"K14",20.77,22.48,1.0,"D14","nan","nan","nan","3-3-m-*"
"Bochum 15",115.025,-33.53333,"nan",3.0,2806.0,0.576,6.742,"D14",-0.87,0.11,3.09,0.31,29.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2408",115.0375,71.655,"p",28.0,1133.0,0.03,9.48,"D14",0.76,0.29,-3.61,0.24,189.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Haffner 13",115.125,-30.08333,"nan",14.0,714.0,0.05,"nan","D14",-2.52,0.16,4.34,0.14,416.0,"K14",68.0,5.8,1.0,"K07","nan","nan","nan","3-3-p-*"
"NGC 2439",115.1875,-31.69333,"nan",9.0,1300.0,0.37,7.0,"BDW",-2.22,0.46,3.13,0.56,3.0,"K14",66.0,0.13,2.0,"MMU","nan","nan","nan","nan"
"NGC 2432",115.22083,-19.07667,"nan",6.0,1900.0,0.23,8.7,"D14",-0.85,0.2,1.42,0.15,165.0,"K14",14.4,0.0,1.0,"DL03","nan","nan","nan","nan"
"ESO 429 13",115.28333,-30.73833,"nan",4.0,1606.0,0.437,9.02,"D14",-3.34,0.35,3.66,0.36,56.0,"K14","nan","nan","nan","nan","nan","nan","nan","4-2-m-*"
"NGC 2437",115.44167,-14.81,"nan",20.0,1510.0,0.1,8.4,"D14",-3.66,0.05,0.28,0.05,1287.0,"K14",49.2,0.36,3.0,"MMU",0.059,0.09,1.0,"nan"
"NGC 2451A",115.8,-38.4,"nan",120.0,189.0,0.01,7.78,"KHA",-22.93,0.48,13.39,0.46,5.0,"K14",22.7,2.3,"nan","HRHW",0.0,"nan","nan","nan"
"ESO 368 11",116.09167,-34.61861,"nan",6.0,1490.0,0.06,9.0,"D14",-0.59,0.09,3.25,0.25,84.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-3-m-*"
"NGC 2451B",116.1125,-37.66667,"nan",108.0,302.0,0.055,7.648,"PLA",-10.07,0.29,5.45,0.38,5.0,"K14",14.0,2.5,"nan","HRHW",-0.45,"nan","nan","nan"
"NGC 2447",116.125,-23.85667,"nan",10.0,1037.0,0.046,8.588,"D14",-3.24,0.16,3.29,0.16,353.0,"K14",22.08,0.18,12.0,"MMU",-0.1,0.03,3.0,"nan"
"Haffner 14",116.2125,-28.36667,"nan",10.0,3483.0,0.6,8.35,"D14",-2.74,0.14,4.43,0.2,242.0,"K14",73.5,0.6,1.0,"D14","nan","nan","nan","3-2-m-*"
"Ruprecht 32",116.29167,-25.53333,"nan",5.0,5346.0,0.5,7.08,"D14",-1.41,0.12,3.45,0.3,88.0,"K14",83.0,4.8,1.0,"D14","nan","nan","nan","nan"
"Haffner 15",116.38333,-32.85,"nan",4.0,3500.0,1.05,7.3,"D14",2.08,0.5,3.9,0.44,62.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Ruprecht 34",116.48333,-20.39,"nan",9.0,2630.0,0.0,9.0,"D14",-3.01,0.11,0.82,0.19,209.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-3-m-*"
"Ruprecht 35",116.55833,-31.28,"nan",6.0,3910.0,0.45,8.6,"D14",-1.66,0.33,3.24,0.19,84.0,"K14","nan","nan","nan","nan","nan","nan","nan","2-2-p-*"
"Berkeley 39",116.675,-4.6,"nan",7.0,4780.0,0.12,9.9,"D14",-2.97,0.11,-2.57,0.39,92.0,"K14",57.8,2.3,67.0,"BG12",-0.2,0.04,28.0,"nan"
"Herschel 1",116.75833,0.01833,"nan",43.2,370.0,0.02,8.44,"K05",1.93,0.29,-3.93,0.21,11.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"ESO 368 14",116.7625,-32.96833,"nan",4.0,4230.0,1.04,8.8,"D14",-3.35,0.58,1.34,0.68,43.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-3-m-*"
"NGC 2453",116.89583,-27.195,"nan",4.0,2150.0,0.446,7.187,"D14",-2.84,0.66,2.56,0.44,97.0,"K14",33.94,0.52,1.0,"MMU","nan","nan","nan","nan"
"Ruprecht 36",117.09583,-26.3,"nan",5.0,1681.0,0.166,7.606,"D14",-3.67,0.25,2.29,0.29,94.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"Teutsch 25",117.1125,-27.91417,"nan",5.0,1980.0,0.57,9.0,"D14",-0.87,0.26,3.36,0.31,92.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"FSR 1315",117.175,-26.98472,"IR",2.5,2255.0,0.729,8.7,"K14",-0.55,0.63,2.05,0.63,45.0,"K14","nan","nan","nan","nan","nan","nan","nan","nan"
"NGC 2455",117.25417,-21.30167,"nan",8.0,2650.0,0.54,8.26,"D14",-5.31,0.15,-0.41,0.24,207.0,"K14","nan","nan","nan","nan","nan","nan","nan","3-2-p-*"
