"ID","Name","OName","Cat","GLON","GLAT","RAJ2000","DEJ2000","Diam","l_Dist","Dist","e_Dist","r_Dist","l_Dnear","Dnear","e_Dnear","l_Dfar","Dfar","e_Dfar","Age","e_Age","r_Age","Mtype","Mflag","l_Sep","Sep","Flg","NameVlsr","Vlsr","r_Vlsr","l_KDist","KDist","e_KDist","l_KDnear","KDnear","e_KDnear","l_KDfar","KDfar","e_KDfar","KDA","r_KDA","SDist","e_SDist","r_SDist","f_SDist","ref2","Dias","Conf","HII","Bub","IRDC","noGL","SubCl","Complex","r_Complex","Comm1","Comm2","RA","DEC"
601,"G3CC 61","nan","17",34.403,0.229,"18 53 18.4","+01 24 47",91,"nan",1.56,0.12,"Ref:124","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"IRAS 18507+0121",57.3,43.0,"nan",3.8,0.46,"nan","nan","nan","nan","nan","nan","N","124,187,D","nan","nan","nan","nan","nan","nan","217,218","G34.4+0.23 (UC)","nan","MSXDC G034.43+00.24",0,"nan","KC-25","nan","nan","nan",283.32667,1.41306
602,"Mol 75","nan","12",34.821,0.351,"18 53 38.1","+01 50 27",72,"nan",1.56,0.12,"C(ID:601)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"G034.8211+00.3519",58.6,187.0,"nan",3.9,0.47,"nan","nan","nan","nan","nan","nan","N","C,187,195,163","nan","nan","nan","nan","nan","nan","246,76","nan","nan","nan",0,"nan","KC-25","nan","nan","nan",283.40875,1.84083
603,"MCM 14, MCM2005b 14","nan","09,17",35.127,-0.748,"18 58 06.3","+01 36 45",74,"nan",2.21,0.22,"C(ID:604)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G35.14-0.75a",35.0,249.0,"nan",2.32,0.46,"nan","nan","nan","nan","nan","nan","N","C,S,195,98",2.5,0.4,87.0,"nan","nan","nan","87","nan","Bub(ID:603)","nan",0,"nan","KC-26","nan","nan","nan",284.52625,1.6125
604,"BDSB 129,BDS2003 129","nan","06,17",35.197,-0.742,"18 58 12.8","+01 40 36",85,"nan",2.21,0.22,"Ref:258","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"G35.19-0.74",33.9,249.0,"nan",2.25,0.45,"nan","nan","nan","nan","nan","nan","N","258,195,D","nan","nan","nan","nan","nan","nan","nan","nan","nan","MSXDC G035.19-00.72",0,"nan","KC-26","nan","nan","nan",284.55333,1.67667
605,"BDSB 130,BDS2003 130","nan","06",35.649,-0.038,"18 56 32.0","+02 24 03",111,"nan",10.08,0.47,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr.bub-cen","nan",1.17,21,"IRAS 18540+0220",49.6,43.0,"nan",10.08,0.47,"nan","nan","nan","nan","nan","nan","F","5,(72),(195)","nan","nan","nan","nan","nan","nan","nan","IRAS 18540+0220","N68","nan",0,"nan","nan","nan","nan","nan",284.13333,2.40083
606,"Mol 82","nan","12",37.26,0.081,"18 59 03.2","+03 53 17",18,"nan",6.55,0.5,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb","nan",0.0,11,"Mol 82",91.6,149.0,"nan",6.55,0.5,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","76","nan","nan","nan",0,"nan","nan","nan","nan","nan",284.76333,3.88806
607,"MVM2011 G37.51-0.46","nan","15",37.514,-0.46,"19 01 27.0","+03 52 00",60,"nan",6.1,1.83,"S","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",14.9,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",6.1,1.83,140.0,"nan","nan","nan","140","nan","nan","nan",0,"nan","nan","nan","nan","nan",285.3625,3.86667
608,"MCM 15, MCM2005b 15","nan","09,17",38.929,-0.356,"19 03 40.7","+05 10 20",95,"nan",10.25,0.48,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G38.92-0.36",38.7,163.0,"nan",10.25,0.48,"nan","nan","nan","nan","nan","nan","F","163,98,195*,(149)","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",285.91958,5.17222
609,"MCM 16, MCM2005b 16","nan","09",38.948,-0.53,"19 04 20.0","+05 06 33",36,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp.bub-cen","nan",9.41,1,"G038.9365-00.4592",41.6,187.0,"nan","nan","nan","nan",2.75,0.49,"nan",10.05,0.49,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","Bub(ID:609)","nan",0,"nan","nan","nan","nan","nan",286.08333,5.10917
610,"G3CC 62","nan","17",39.497,-0.993,"19 07 00.0","+05 23 05",53,"nan",3.63,0.55,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"IRAS 19045+0518",53.3,43.0,"nan",3.63,0.55,"nan","nan","nan","nan","nan","nan","N","149,195","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",286.75,5.38472
611,"BDSB 11,BDS2003 11","nan","06",39.886,-1.273,"19 08 43.0","+05 36 02",84,"nan",3.01,0.52,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.14,11,"R2003 039.9-01.3",45.0,204.0,"nan",3.01,0.52,"nan","nan","nan","nan","nan","nan","N","204,z","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1,"nan","nan","nan","nan","nan",287.17917,5.60056
612,"Mol 84","nan","12",40.122,1.499,"18 59 14.3","+07 04 52",54,"nan",1.93,0.46,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"Mol 84",29.4,149.0,"nan",1.93,0.46,"nan","nan","nan","nan","nan","nan","N","149,z","nan","nan","nan","nan","nan","nan","76","Mol 84 (UC)","nan","nan",1,"nan","nan","nan","nan","nan",284.80958,7.08111
613,"Juchert 3","nan","(01),02",40.361,-0.7,"19 07 33.0","+06 17 10",180,"nan",0.83,0.12,"S","nan","nan","nan","nan","nan","nan",891.0,178.0,"46","OC2","exp","nan",6.1,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.83,0.12,46.0,"nan","nan","nan","46","nan","nan","nan",0,"nan","nan","nan","nan","nan",286.8875,6.28611
614,"BDSB 131,BDS2003 131","nan","06",42.117,-0.617,"19 10 31.0","+07 52 57",89,"nan",4.3,0.5,"Ref:222","nan","nan","nan","nan","nan","nan",2.3,1.1,"223","EC2","p-emb.bub-cen","nan",0.38,11,"G042.1268-00.6224",67.5,187.0,"nan",5.28,0.83,"nan","nan","nan","nan","nan","nan","NT","195,222","nan","nan","nan","nan","nan","nan","223","L89b 42.108-00.623","N82","nan",0,"nan","nan","nan","nan","nan",287.62917,7.8825
615,"MCM 17, MCM2005b 17","nan","09",42.258,-0.209,"19 09 19.0","+08 11 45",36,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",14.04,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",287.32917,8.19583
616,"MCM 18, MCM2005b 18","nan","09",42.431,-0.263,"19 09 50.0","+08 19 30",132,"nan",5.1,0.7,"Ref:222","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"IRAS 19074+0814",65.6,43.0,"nan",5.17,0.9,"nan","nan","nan","nan","nan","nan","NT","222,195,(163)","nan","nan","nan","nan","nan","nan","nan","L89b 42.431-00.264","Bub(ID:616)","nan",0,"nan","nan","nan","nan","nan",287.45833,8.325
617,"SGR 1900+14 , BDB2003 G043.02+00.76","BDB2003 G043.02+00.76","04",43.021,0.767,"19 07 14.0","+09 19 21",12,"nan",13.53,0.63,"S","nan","nan","nan","nan","nan","nan",14.0,4.9,"67","OC2","exp",">",149.38,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",13.53,0.63,67.0,"(K)","nan","nan","67,247","nan","nan","nan",0,"nan","nan","nan","nan","nan",286.80833,9.3225
618,"G3CC 63","nan","17",43.04,-0.451,"19 11 38.7","+08 46 40",52,"nan",7.68,0.84,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G43.04-0.46",57.3,163.0,"nan",7.68,0.84,"nan","nan","nan","nan","nan","nan","F","163,187*,195*,(149)","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",287.91125,8.77778
619,"AH2003 3,4, BDB2003 G043.15+00.02","BDB2003 G043.15+00.02","(04)",43.15,0.012,"19 10 11.4","+09 05 21",48,"nan",11.4,1.2,"C(ID:621)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G43.15+0.02",10.9,163.0,"nan",11.37,0.51,"nan","nan","nan","nan","nan","nan","F","C,195","nan","nan","nan","nan","nan","nan","3","DJW84 W49 S,Q","nan","nan",0,"nan","W49A","3","we consider this object as a single embedded cluster composed of subclusters AH2003 3 and AH2003 4; coordinates from Ref:3, angular diameter was estimated by eye on the GLIMPSE images","nan",287.5475,9.08917
620,"AH2003 2","nan","15",43.166,-0.029,"19 10 21.9","+09 05 04",42,"nan",11.4,1.2,"C(ID:621)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G043.1650-00.0285",11.8,187.0,"nan",11.3,0.51,"nan","nan","nan","nan","nan","nan","F","C,195","nan","nan","nan","nan","nan","nan","3","W49A South","nan","nan",0,"nan","W49A","3","coordinates from Ref:3, angular diameter was estimated by eye on the GLIMPSE images","nan",287.59125,9.08444
621,"W49A Welch Ring, BDB2003 G043.17+00.01","BDB2003 G043.17+00.01","(04)",43.169,0.01,"19 10 14.0","+09 06 19",36,"nan",11.4,1.2,"Ref:99","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"G043.1679+00.0095",11.8,187.0,"nan",11.3,0.51,"nan","nan","nan","nan","nan","nan","F","99,5,195","nan","nan","nan","nan","nan","nan","61,3","W49A Welch Ring (UC)","nan","nan",0,"nan","W49A","3","corresponds to the central ring of UC HII regions in W49A, almost obscured in 2MASS, but visible in GLIMPSE images; coordinates and size given here were estimated by eye on the GLIMPSE images","nan",287.55833,9.10528
656,"BDSB 149,BDS2003 149","nan","06",49.478,-0.389,"19 23 43.0","+14 29 55",61,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G49.49-0.39",56.6,163.0,"nan",5.35,1.18,"nan","nan","nan","nan","nan","nan","T","nan",4.39,2.5,148.0,"nan","nan","nan","nan","M94 49.5-0.4 e","nan","nan",0,10.0,"W51","112,24","nan","nan",290.92917,14.49861
622,"AH2003 1, BDB2003 G043.17+00.00","BDB2003 G043.17+00.00","(04)",43.176,-0.003,"19 10 17.5","+09 06 21",84,"nan",11.4,1.2,"C(ID:621)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G43.17-0.00",1.7,163.0,"nan",12.06,0.54,"nan","nan","nan","nan","nan","nan","F","C,5,195,S",12.76,6.79,148.0,"nan","nan","nan","3,105","W49A extended","Bub(ID:622)","nan",0,"nan","W49A","3","coordinates from Ref:3, angular diameter was estimated by eye on the GLIMPSE images","nan",287.57292,9.10583
623,"BDSB 132,BDS2003 132","nan","06",43.174,0.026,"19 10 11.0","+09 07 03",57,"nan",11.4,1.2,"C(ID:621)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G043.1759+00.0244",11.8,187.0,"nan",11.3,0.51,"nan","nan","nan","nan","nan","nan","F","C,195","nan","nan","nan","nan","nan","nan","nan","DJW84 W49 CC","nan","nan",0,"nan","W49A","3","nan","nan",287.54583,9.1175
624,"Alessi 56, MCM 19, MCM2005b 19","MCM 19, MCM2005b 19","(01),02,09",43.211,0.965,"19 06 52.5","+09 34 58",90,"nan",3.9,0.59,"S","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp",">",19.98,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",3.9,0.59,122.0,"nan","nan",122.0,"122","nan","nan","nan",0,"nan","nan","nan","nan","nan",286.71875,9.58278
625,"BDSB 133,BDS2003 133","nan","06",43.224,-0.05,"19 10 33.0","+09 07 37",66,"nan",11.4,1.2,"C(ID:621)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb","nan",0.0,21,"G43.24-0.05",8.2,249.0,"nan",11.55,0.52,"nan","nan","nan","nan","nan","nan","F","C,5,195","nan","nan","nan","nan","nan","nan","nan","WWB83 G043.23-0.05","nan","nan",0,"nan","W49A","3","nan","nan",287.6375,9.12694
626,"G3CC 64","nan","17",43.893,-0.785,"19 14 26.8","+09 22 44",63,"nan",4.4,0.6,"Ref:222","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"IRAS 19120+0917",54.2,43.0,"nan",4.07,0.79,"nan","nan","nan","nan","nan","nan","N","222,195,(5),(162)","nan","nan","nan","nan","nan","nan","nan","L89b 43.890-00.790","nan","nan",0,"nan","nan","nan","nan","nan",288.61167,9.37889
627,"Mol 99","nan","12",43.994,-0.012,"19 11 51.4","+09 49 35",60,"nan",5.92,1.46,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"IRAS 19094+0944",65.4,43.0,"nan",5.92,1.46,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","76","nan","nan","nan",0,"nan","nan","nan","nan","nan",287.96417,9.82639
628,"MCM 20, MCM2005b 20","nan","09,17",44.172,-0.071,"19 12 24.2","+09 57 27",84,"nan",4.5,1.3,"S","nan","nan","nan","nan","nan","nan",7.0,2.45,"142","OC2","exp","nan",5.01,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",4.5,1.3,142.0,"nan","nan","nan","142","nan","nan","nan",0,"nan","nan","nan","nan","nan",288.10083,9.9575
629,"Teutsch 148","nan","02",44.261,0.52,"19 10 26.6","+10 18 34",72,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",10.67,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",287.61083,10.30944
630,"IRAS 19110+1045","nan","15",45.067,0.137,"19 13 20.6","+10 50 47",90,"nan",4.4,0.6,"C(Ref:222)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G045.0711+00.1325",59.0,187.0,"nan",4.82,0.99,"nan","nan","nan","nan","nan","nan","NT","C,195,(163)","nan","nan","nan","nan","nan","nan","244","IRAS 19110+1045","nan","nan",0,"nan","GRSMC G045.14+00.14","nan","nan","nan",288.33583,10.84639
631,"BDSB 135,BDS2003 135","nan","06",45.122,0.132,"19 13 28.0","+10 53 35",42,"nan",4.4,0.6,"C(Ref:222)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"IRAS 19111+1048",59.0,43.0,"nan",4.82,0.99,"nan","nan","nan","nan","nan","nan","NT","C,195,(5)","nan","nan","nan","nan","nan","nan","244","IRAS 19111+1048","nan","nan",0,"nan","GRSMC G045.14+00.14","nan","nan","nan",288.36667,10.89306
632,"BDSB 134,BDS2003 134","nan","06",45.133,0.142,"19 13 27.0","+10 54 27",72,"nan",4.4,0.6,"C(Ref:222)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"IRAS 19111+1048",59.0,43.0,"nan",4.82,0.99,"nan","nan","nan","nan","nan","nan","NT","C,195,(5)","nan","nan","nan","nan","nan","nan","244","IRAS 19111+1048","nan","nan",0,"nan","GRSMC G045.14+00.14","nan","nan","nan",288.3625,10.9075
633,"BDB2003 G045.45+00.06","nan","04",45.453,0.06,"19 14 21.0","+11 09 11",12,"nan",6.66,0.9,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"IRAS 19120+1103",58.0,43.0,"nan",6.78,1.01,"nan","nan","nan","nan","nan","nan","FT","5,S",8.5,2.55,32.0,"nan","nan","nan","77,32","L89b 45.451+00.060","nan","nan",0,"nan","KC-27","nan","nan","nan",288.5875,11.15306
634,"BDSB 136,BDS2003 136","nan","06",45.48,0.13,"19 14 09.0","+11 12 32",68,"nan",6.66,0.9,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G45.48+0.13",60.8,249.0,"nan",6.61,0.84,"nan","nan","nan","nan","nan","nan","FT","C","nan","nan","nan","nan","nan","nan","nan","L89b 45.475+00.130","nan","nan",0,"nan","KC-27","nan","nan","nan",288.5375,11.20889
635,"Berkeley 43","nan","01",45.652,-0.182,"19 15 36.0","+11 13 00",300,"nan",1.03,0.15,"S","nan","nan","nan","nan","nan","nan",299.0,60.0,"227","OC2","exp","nan",1.49,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.03,0.15,227.0,"nan","nan",227.0,"227","nan","nan","nan",0,"nan","nan","nan","nan","nan",288.9,11.21667
636,"BDSB 137,BDS2003 137","nan","06",45.824,-0.289,"19 16 19.0","+11 19 08",90,"nan",6.66,0.9,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"IRAS 19139+1113B",60.4,43.0,"nan",6.56,0.83,"nan","nan","nan","nan","nan","nan","FT","C","nan","nan","nan","nan","nan","nan","nan","L89b 45.824-00.290","Bub(ID:636)","nan",0,"nan","KC-27","nan","nan","nan",289.07917,11.31889
637,"FSR2007 123","nan","(01),11",45.948,1.051,"19 11 42.2","+12 03 02",73,"nan",4.5,0.68,"S","nan","nan","nan","nan","nan","nan",501.0,100.0,"86","OC2","exp",">",24.46,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",4.5,0.68,86.0,"nan","nan","nan","86","nan","nan","nan",0,"nan","nan","nan","nan","nan",287.92583,12.05056
638,"Juchert 1","nan","(01),02",47.727,-1.001,"19 22 32.0","+12 40 00",192,"nan",2.62,0.39,"S","nan","nan","nan","nan","nan","nan",1259.0,252.0,"46","OC2","exp",">",9.35,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",2.62,0.39,46.0,"nan","nan","nan","46","nan","nan","nan",0,"nan","nan","nan","nan","nan",290.63333,12.66667
639,"G3CC 65","nan","17",47.874,0.309,"19 18 04.1","+13 24 41",68,"nan",5.52,0.5,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"IRAS 19157+1319",63.5,8.0,"nan",5.52,0.5,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",289.51708,13.41139
640,"FSR2007 126","nan","(01),11",48.547,-0.182,"19 21 09.0","+13 46 30",374,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",2.66,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",290.2875,13.775
641,"MCM 21, MCM2005b 21","nan","09",48.604,0.027,"19 20 30.0","+13 55 24",216,"nan",5.03,0.19,"Ref:152","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G48.61+0.02",17.6,249.0,"nan",9.74,0.53,"nan","nan","nan","nan","nan","nan","F","5,195","nan","nan","nan","nan","nan","nan","nan","L89b 48.596+00.042","nan","nan",0,"nan","nan","nan","nan","nan",290.125,13.92333
642,"BDSB 138,BDS2003 138, NKD2004 G48.9-0.3","NKD2004 G48.9-0.3","06",48.923,-0.284,"19 22 15.0","+14 03 32",105,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G48.91-0.28",68.6,249.0,"nan",5.41,0.5,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","123","L89b 48.930-00.286","Bub(ID:642)","nan",0,"nan","W51","112,24","nan","nan",290.5625,14.05889
643,"BDSB 139,BDS2003 139, NKD2004 G49.0-0.3","NKD2004 G49.0-0.3","06",48.993,-0.296,"19 22 26.0","+14 06 54",126,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan",3.3,2.1,"223","EC1","emb.bub-cen","nan",0.0,11,"G48.99-0.30",67.4,249.0,"nan",5.4,0.5,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","123,223","L89b 48.997-00.295","Bub(ID:643)","nan",0,"nan","W51","112,24","nan","nan",290.60833,14.115
644,"BDSB 140,BDS2003 140","nan","06",49.062,-0.278,"19 22 30.0","+14 11 03",126,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb","nan",0.41,14,"L89b 49.060-00.260",64.1,127.0,"nan",5.39,0.5,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","L89b 49.060-00.260","nan","nan",0,"nan","W51","112,24","nan","nan",290.625,14.18417
645,"BDSB 141,BDS2003 141","nan","06",49.081,-0.373,"19 22 53.0","+14 09 22",84,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.18,14,"L89b 49.076-00.377",67.9,127.0,"nan",5.39,0.5,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","L89b 49.076-00.377","nan","nan",0,"nan","W51","112,24","nan","nan",290.72083,14.15611
646,"Teutsch 26","nan","02",49.105,-1.247,"19 26 06.1","+13 45 48",162,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",6.87,1,"G49.04-1.08",39.2,249.0,"nan","nan","nan","nan",2.94,0.65,"nan",7.86,0.65,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1,"nan","nan","nan","nan","nan",291.52542,13.76333
647,"Kronberger 13","nan","(01),02",49.167,-0.978,"19 25 14.9","+13 56 44",90,"nan",1.38,0.21,"S","nan","nan","nan","nan","nan","nan",400.0,80.0,"229","OC2","exp","nan",11.79,1,"G49.04-1.08",39.2,249.0,"nan",2.94,0.65,"nan","nan","nan","nan","nan","nan","N","187",1.38,0.21,229.0,"nan","nan",229.0,"229","nan","nan","nan",0,"nan","nan","nan","nan","nan",291.31208,13.94556
648,"NKD2004 G49.2-0.3","nan","15",49.205,-0.348,"19 23 02.0","+14 16 37",90,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"IRAS 19207+1410",65.4,43.0,"nan",5.38,0.5,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","123","L89b 49.204-00.345","N101","nan",0,"nan","W51","112,24","nan","nan",290.75833,14.27694
649,"BDSB 142,BDS2003 142, NKD2004 G49.4-0.3","NKD2004 G49.4-0.3","06",49.377,-0.265,"19 23 04.0","+14 28 05",60,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G49.38-0.26",49.8,249.0,"nan",5.36,2.1,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","123","M94 49.4-0.3 a","Bub(ID:649)","nan",0,"nan","W51","112,24","nan","nan",290.76667,14.46806
650,"BDSB 143,BDS2003 143","nan","06",49.388,-0.305,"19 23 14.0","+14 27 33",81,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G49.39-0.31",52.2,249.0,"nan",5.36,1.84,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","L89b 49.384-00.298","nan","nan",0,"nan","W51","112,24","nan","nan",290.80833,14.45917
651,"FSR2007 129","nan","(01),11",49.393,-1.321,"19 26 56.0","+13 58 56",374,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp",">",4.78,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1,"nan","nan","nan","nan","nan",291.73333,13.98222
652,"BDSB 144,BDS2003 144","nan","06",49.425,-0.308,"19 23 19.0","+14 29 23",68,"nan",5.43,0.3,"C(ID:657)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,10,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","M94 49.4-0.3 c","nan","nan",0,"nan","W51","112,24","nan","nan",290.82917,14.48972
