"Name","Type","n_Type","RAJ2000","DEJ2000","GLON","GLAT","r0","r1","r2","pmRA","pmDE","e_pm","RV","e_RV","o_RV","N1sr0","N1sr1","N1sr2","d","E(B-V)","MOD","E(J-Ks)","E(J-H)","dH","logt","e_logt","Nt","rc","e_rc","rt","e_rt","k","e_k","Src","SType","[Fe/H]","e_[Fe/H]","o_[Fe/H]"
"Ruprecht_100, MWSC_1995","nan","nan",181.44,-62.617,297.702,-0.207,0.018,0.09,0.155,-7.22,1.13,0.79,"nan","nan",0,2,46,111,2589.0,0.729,12.3,0.35,0.233,0.0,8.6,"nan","nan",2.45,0.68,14.03,3.82,1.22,0.19,"DIAS","nan","nan","nan",0
"ASCC_69, MWSC_1996","nan","nan",181.575,-69.78,299.019,-7.249,0.025,0.14,0.275,-6.9,0.5,0.48,2.0,11.0,2,3,71,239,774.0,0.171,9.499,0.082,0.055,-0.03,7.91,"nan","nan",1.45,0.47,6.03,1.7,8.7,1.79,"COCD","nan","nan","nan",0
"NGC_4103, MWSC_1997","nan","nan",181.665,-61.25,297.568,1.158,0.02,0.13,0.21,-5.42,0.98,0.3,-12.0,7.4,1,7,199,421,1659.0,0.302,11.196,0.145,0.097,0.0,7.755,"nan","nan",1.88,0.17,9.84,0.85,32.44,1.57,"COCD","nan","nan","nan",0
"ESO_130-06, MWSC_1998","nan","nan",181.965,-59.3,297.381,3.104,0.03,0.095,0.19,-10.55,0.41,0.57,-1.0,5.75,2,10,59,199,1198.0,0.333,10.499,0.16,0.107,0.0,7.3,"nan","nan",0.6,0.17,6.45,2.06,13.4,3.16,"COCD","nan",-0.706,0.162,2
"Loden_565, MWSC_2000","nan","nan",181.987,-60.69,297.627,1.736,0.02,0.125,0.185,-5.15,0.55,0.69,10.1,0.2,1,2,45,96,703.0,0.2,9.299,0.096,0.064,-0.02,8.375,"nan",1.0,1.11,0.33,3.78,0.9,8.89,2.42,"COCD","nan","nan","nan",0
"DBSB_75, MWSC_2001","nan","nan",182.23,-63.27,298.168,-0.789,0.01,0.05,0.08,-10.91,6.06,1.22,28.8,"nan",0,2,25,54,4564.0,2.186,14.0,1.05,0.7,0.1,6.0,"nan","nan",4.69,1.33,13.93,2.54,0.31,0.08,"BOPN","irc","nan","nan",0
"Ruprecht_101, MWSC_2002","nan","nan",182.392,-63.005,298.197,-0.516,0.02,0.12,0.19,-4.66,1.07,0.51,"nan","nan",0,3,100,231,2856.0,0.687,12.5,0.33,0.22,0.0,8.87,0.022,17.0,1.54,0.24,17.39,3.02,8.14,0.96,"DIAS","nan","nan","nan",0
"ESO_130-08, MWSC_2005","nan","nan",182.58,-59.52,297.727,2.939,0.03,0.1,0.2,-4.94,-1.17,0.54,-38.7,7.92,2,12,59,231,800.0,0.0,9.515,0.0,0.0,-0.035,9.01,0.032,5.0,1.59,0.36,4.78,0.8,20.23,4.82,"COCD","nan",-0.25,0.14,1
"Ruprecht_102, MWSC_2007","nan","nan",183.39,-62.73,298.604,-0.174,0.018,0.1,0.16,-6.98,0.43,0.51,"nan","nan",0,9,86,252,1609.0,0.521,11.2,0.25,0.167,-0.03,7.5,"nan","nan",1.46,0.31,7.27,1.44,10.22,1.21,"DIAS","nan","nan","nan",0
"FSR_1602, MWSC_2008","nan","nan",183.465,-56.785,297.771,5.713,0.012,0.075,0.125,-6.12,1.92,0.89,"nan","nan",0,2,34,68,3330.0,0.583,12.8,0.28,0.187,0.03,9.1,"nan","nan",1.63,0.53,14.25,4.99,1.16,0.28,"FPOS","nan","nan","nan",0
"Saurer_4, MWSC_2009","nan","nan",183.502,-63.59,298.78,-1.017,0.015,0.03,0.045,-7.38,-0.61,2.28,"nan","nan",0,3,6,16,5179.0,1.332,14.0,0.64,0.427,0.0,9.18,"nan","nan",0.88,0.23,4.33,1.04,15.79,2.8,"DIAS","nan","nan","nan",0
"ASCC_70, MWSC_2010","nan","nan",183.705,-64.4,298.984,-1.806,0.025,0.14,0.28,-6.0,0.31,0.48,-7.8,2.25,2,6,122,460,2652.0,0.468,12.269,0.225,0.15,0.0,6.92,"nan","nan",3.79,1.17,19.59,5.71,0.89,0.14,"COCD","nan","nan","nan",0
"DBSB_129, MWSC_2011","nan","nan",183.862,-62.91,298.843,-0.321,0.015,0.035,0.05,-3.66,1.52,1.0,"nan","nan",0,5,23,38,6976.0,1.187,14.6,0.57,0.38,0.08,6.0,"nan","nan",2.92,0.53,12.08,1.58,1.25,0.17,"BIRN","irc","nan","nan",0
"NGC_4230, MWSC_2013","nan","nan",184.335,-55.12,298.023,7.43,0.02,0.09,0.135,-5.29,5.66,1.04,"nan","nan",0,3,19,33,2630.0,0.312,12.2,0.15,0.1,0.03,8.945,0.083,3.0,1.73,0.71,10.24,4.04,1.01,0.26,"DIAS","nan","nan","nan",0
"FSR_1626, MWSC_2014","nan","nan",185.025,-81.51,301.712,-18.709,0.02,0.115,0.2,-6.84,1.92,1.0,"nan","nan",0,2,32,109,2671.0,0.208,12.2,0.1,0.067,0.0,9.6,"nan","nan",5.16,2.94,15.34,6.52,0.26,0.16,"FPOS","nan","nan","nan",0
"Loden_615, MWSC_2015","nan","nan",185.17,-64.775,299.656,-2.096,0.02,0.135,0.245,-8.69,-2.48,0.71,"nan","nan",0,3,56,150,826.0,0.05,9.601,0.024,0.016,-0.02,8.63,"nan","nan",2.37,0.5,5.84,0.8,17.55,4.94,"COCD","nan","nan","nan",0
"ASCC_71, MWSC_2016","nan","nan",185.19,-67.53,299.993,-4.83,0.02,0.115,0.235,-9.2,0.82,0.64,-17.9,4.2,1,5,61,228,1209.0,0.271,10.499,0.13,0.087,0.0,8.0,"nan","nan",0.55,0.24,8.69,4.42,6.99,2.88,"COCD","nan","nan","nan",0
"FSR_1608, MWSC_2017","nan","nan",185.31,-57.185,298.825,5.449,0.018,0.075,0.14,-5.1,-0.18,0.79,"nan","nan",0,5,47,129,7354.0,0.521,14.5,0.25,0.167,0.0,9.2,"nan","nan",3.95,0.84,21.14,4.11,0.86,0.13,"FPOS","nan","nan","nan",0
"Melotte_111, MWSC_2020","nan","nan",185.985,26.3,219.018,83.799,0.2,2.51,4.225,-11.72,-8.76,0.29,-1.0,0.48,39,2,107,298,87.0,0.0,4.698,0.0,0.0,-0.035,8.84,0.037,3.0,"nan","nan","nan","nan","nan","nan","COCD","nan",0.07,0.09,11
"ESO_130-13, MWSC_2021","nan","nan",185.767,-59.665,299.347,3.012,0.02,0.125,0.205,-7.53,-4.45,0.39,"nan","nan",0,6,130,295,1509.0,0.333,11.001,0.16,0.107,-0.02,8.445,"nan","nan",0.84,0.15,7.95,1.4,14.63,2.23,"DIAS","non","nan","nan",0
"NGC_4337, MWSC_2023","nan","nan",186.0,-58.117,299.298,4.564,0.025,0.11,0.185,-7.56,-1.91,0.71,"nan","nan",0,7,48,97,2874.0,0.333,12.4,0.16,0.107,0.0,9.15,"nan","nan",3.41,0.41,16.75,1.86,4.55,0.32,"DIAS","nan","nan","nan",0
"NGC_4349, MWSC_2024","nan","nan",186.06,-61.87,299.727,0.836,0.025,0.105,0.205,-9.57,-1.75,0.41,-15.0,3.01,4,15,129,390,2155.0,0.448,11.811,0.215,0.143,0.02,8.41,"nan","nan",1.91,0.2,14.29,1.52,18.64,0.97,"COCD","nan",0.105,0.108,2
"FSR_1610, MWSC_2025","nan","nan",186.067,-56.165,299.126,6.509,0.018,0.075,0.125,-5.5,1.89,0.6,"nan","nan",0,6,55,120,4640.0,0.521,13.5,0.25,0.167,0.0,9.3,"nan","nan",1.7,0.71,14.87,6.34,0.71,0.24,"FPOS","nan","nan","nan",0
"ESO_064-05, MWSC_2026","nan","nan",186.18,-68.485,300.471,-5.738,0.015,0.11,0.16,-8.52,1.67,0.67,"nan","nan",0,2,56,110,1239.0,0.416,10.599,0.2,0.133,0.0,7.885,"nan","nan",0.49,0.22,6.11,3.07,9.06,3.31,"DIAS","dub","nan","nan",0
"Ruprecht_104, MWSC_2028","nan","nan",186.255,-60.445,299.672,2.263,0.018,0.075,0.115,-10.99,-5.09,0.7,"nan","nan",0,5,37,81,2702.0,0.75,12.4,0.36,0.24,0.04,8.89,0.03,10.0,1.7,0.37,8.42,1.54,2.96,0.48,"DIAS","nan","nan","nan",0
"VDBH_131, vdBergh-Hagen_131, MWSC_2030","nan","nan",186.54,-63.4,300.102,-0.664,0.01,0.045,0.09,-7.56,3.45,1.31,"nan","nan",0,2,21,71,4430.0,0.833,13.5,0.4,0.267,0.0,9.2,"nan","nan",4.4,0.51,9.03,0.58,11.58,2.01,"DIAS","nan","nan","nan",0
"Loden_624, MWSC_2031","nan","nan",186.577,-61.8,299.963,0.93,0.03,0.2,0.32,-9.2,-1.94,0.23,8.0,"nan",1,14,398,999,1423.0,0.416,10.9,0.2,0.133,0.0,7.6,"nan","nan","nan","nan","nan","nan","nan","nan","DIAS","nan","nan","nan",0
"VDBH_132, vdBergh-Hagen_132, MWSC_2032","nan","nan",186.75,-64.067,300.259,-1.319,0.02,0.1,0.18,-8.07,2.9,0.57,"nan","nan",0,8,89,236,1859.0,0.479,11.5,0.23,0.153,0.025,8.45,"nan","nan",0.77,0.2,9.9,2.88,8.22,1.95,"DIAS","nan","nan","nan",0
"FSR_1609, MWSC_2034","nan","nan",186.967,-48.475,298.9,14.215,0.02,0.065,0.115,-9.9,3.17,0.99,"nan","nan",0,4,22,52,4467.0,0.0,13.25,0.0,0.0,0.0,9.35,"nan","nan",1.74,0.55,16.58,5.39,0.9,0.24,"FPOS","nan","nan","nan",0
"NGC_4439, MWSC_2035","nan","nan",187.117,-60.11,300.066,2.637,0.025,0.075,0.125,-11.4,-4.73,0.73,"nan","nan",0,7,45,115,1659.0,0.312,11.2,0.15,0.1,-0.03,7.71,"nan","nan",0.87,0.2,8.03,1.98,7.69,1.3,"COCD","nan","nan","nan",0
"Hogg_14, MWSC_2037","nan","nan",187.185,-59.81,300.073,2.939,0.01,0.05,0.085,-9.48,-4.0,0.94,"nan","nan",0,2,25,55,1036.0,0.229,10.15,0.11,0.073,-0.02,8.1,"nan","nan",0.39,0.07,3.75,0.66,40.53,6.3,"DIAS","nan","nan","nan",0
"Hogg_23, MWSC_2038","nan","nan",187.147,-60.925,300.153,1.827,0.015,0.055,0.1,-7.93,-1.03,1.11,"nan","nan",0,2,22,85,1250.0,0.071,10.507,0.034,0.023,-0.02,8.31,"nan","nan",2.25,0.69,4.33,0.68,5.07,2.42,"COCD","nan","nan","nan",0
"FSR_1617, MWSC_2039","nan","nan",187.132,-66.56,300.648,-3.787,0.018,0.11,0.171,-9.01,1.01,0.75,"nan","nan",0,3,47,105,1828.0,0.437,11.451,0.21,0.14,0.0,8.9,"nan","nan",2.44,0.27,6.9,0.53,21.92,2.62,"DIAS","irc","nan","nan",0
"FSR_1616, MWSC_2040","nan","nan",187.327,-63.43,300.456,-0.661,0.012,0.075,0.13,-6.81,-1.77,0.72,"nan","nan",0,3,52,142,1963.0,1.041,11.8,0.5,0.333,0.0,8.3,"nan","nan",1.19,0.31,8.89,2.36,2.56,0.53,"FPOS","nan","nan","nan",0
"ESO_131-09, MWSC_2041","nan","nan",187.402,-57.865,300.017,4.886,0.02,0.07,0.145,-4.35,2.67,0.74,"nan","nan",0,7,34,108,2255.0,0.729,12.0,0.35,0.233,0.03,8.9,"nan","nan",0.38,0.15,9.77,4.18,11.47,5.61,"DIAS","nan","nan","nan",0
"NGC_4463, MWSC_2042","nan","nan",187.485,-64.79,300.64,-2.011,0.02,0.08,0.14,-3.61,-0.3,0.76,-24.5,6.37,5,8,46,133,1115.0,0.354,10.35,0.17,0.113,-0.02,7.97,"nan","nan",0.61,0.09,5.68,0.92,45.0,4.75,"COCD","nan","nan","nan",0
"ASCC_72, MWSC_2044","nan","nan",188.272,-60.93,300.699,1.865,0.025,0.11,0.18,-5.94,-0.75,0.9,"nan","nan",0,3,43,140,1229.0,0.16,10.499,0.077,0.051,0.0,8.205,"nan",1.0,2.74,0.77,6.94,1.3,3.1,1.11,"COCD","nan","nan","nan",0
"Ruprecht_105, MWSC_2047","nan","nan",188.475,-61.575,300.841,1.229,0.035,0.115,0.195,-8.5,-0.64,0.48,"nan","nan",0,11,118,312,1250.0,0.05,10.501,0.024,0.016,-0.01,9.1,"nan","nan",1.39,0.32,6.83,1.48,8.97,1.2,"COCD","nan","nan","nan",0
"DBSB_77, MWSC_2048","nan","nan",188.745,-61.654,300.974,1.158,0.01,0.028,0.045,-12.07,-4.16,1.32,-35.8,"nan",0,2,10,30,5417.0,0.874,13.95,0.42,0.28,0.0,6.3,"nan","nan",2.81,1.81,11.08,6.0,0.18,0.09,"BOPN","irc","nan","nan",0
"FSR_1629, MWSC_2049","nan","nan",188.73,-80.95,302.246,-18.097,0.02,0.095,0.17,-9.08,-1.46,0.98,"nan","nan",0,5,32,78,3597.0,0.062,12.8,0.03,0.02,-0.015,9.7,"nan","nan",1.62,0.48,19.87,6.56,1.75,0.43,"FPOS","nan","nan","nan",0
"DBSB_78, MWSC_2051","nan","nan",189.015,-61.855,301.114,0.966,0.015,0.043,0.07,-8.51,-6.08,1.04,-35.6,"nan",0,3,11,25,4569.0,0.625,13.5,0.3,0.2,0.0,6.0,"nan","nan",2.7,0.75,10.74,2.22,0.61,0.14,"BOPN","irc","nan","nan",0
"FSR_1623, MWSC_2052","nan","nan",189.033,-66.942,301.426,-4.112,0.018,0.075,0.135,-3.72,-3.94,0.85,"nan","nan",0,4,37,113,6915.0,0.625,14.4,0.3,0.2,0.0,8.9,"nan","nan",2.79,0.52,31.68,6.47,0.88,0.15,"FPOS","nan","nan","nan",0
"ASCC_73, MWSC_2053","nan","nan",189.09,-67.25,301.466,-4.418,0.022,0.14,0.245,-10.63,-1.2,0.5,-15.8,2.0,1,4,48,125,650.0,0.05,9.081,0.024,0.016,0.0,8.19,"nan","nan",1.48,0.48,4.46,1.1,9.58,3.33,"COCD","nan","nan","nan",0
"Collinder_261, MWSC_2055","nan","nan",189.525,-68.367,301.693,-5.524,0.03,0.14,0.235,-10.27,3.32,0.42,-30.0,2.0,21,15,172,421,2683.0,0.333,12.25,0.16,0.107,-0.02,9.7,"nan","nan",2.5,0.62,17.36,4.42,2.25,0.27,"DIAS","nan",-0.03,0.03,6
"FSR_1622, MWSC_2056","nan","nan",189.495,-63.26,301.414,-0.425,0.018,0.065,0.125,-13.76,-0.25,0.8,"nan","nan",0,5,40,110,6017.0,1.874,14.5,0.9,0.6,0.0,8.6,"nan","nan",2.01,0.36,28.21,5.64,1.95,0.33,"FPRO","nan","nan","nan",0
"FSR_1621, MWSC_2058","nan","nan",189.847,-57.38,301.296,5.457,0.02,0.075,0.145,-8.57,2.05,0.88,"nan","nan",0,6,27,92,1015.0,0.208,10.099,0.1,0.067,0.0,8.0,"nan","nan",0.35,0.09,4.5,1.21,31.41,7.78,"FPOS","nan","nan","nan",0
"Trumpler_20, MWSC_2060","nan","nan",189.937,-60.635,301.494,2.207,0.045,0.2,0.33,-14.65,-3.12,0.36,-40.8,0.4,5,20,222,482,3311.0,0.312,12.7,0.15,0.1,-0.02,9.325,"nan","nan",4.09,0.33,26.94,2.2,9.3,0.36,"DIAS","nan",-0.11,0.13,1
"FSR_1625, MWSC_2061","nan","nan",190.2,-58.41,301.53,4.436,0.025,0.115,0.195,-11.59,1.09,0.75,"nan","nan",0,5,50,131,2269.0,0.687,12.0,0.33,0.22,0.0,8.875,"nan","nan",2.01,0.47,12.26,2.86,2.85,0.38,"FPOS","nan","nan","nan",0
"NGC_4609, MWSC_2062","nan","nan",190.575,-62.99,301.89,-0.134,0.025,0.09,0.155,-7.57,-1.36,0.59,22.0,7.0,1,8,61,149,1308.0,0.364,10.7,0.175,0.117,0.0,8.1,0.062,6.0,0.87,0.19,6.77,1.54,15.96,1.92,"COCD","nan","nan","nan",0
"Hogg_15, MWSC_2063","nan","nan",190.897,-63.098,302.04,-0.237,0.012,0.038,0.075,-6.55,-1.0,1.39,55.0,7.4,1,5,13,67,3078.0,1.27,12.85,0.61,0.407,-0.01,6.6,"nan","nan",0.66,0.13,8.88,1.97,15.33,2.85,"DIAS","nan","nan","nan",0
"FSR_1631, MWSC_2064","nan","nan",191.43,-81.258,302.7,-18.386,0.025,0.11,0.18,-6.22,-2.52,0.76,"nan","nan",0,5,51,100,1456.0,0.104,10.849,0.05,0.033,0.0,9.5,"nan","nan",0.52,0.2,7.19,3.1,9.17,3.3,"FPOS","nan","nan","nan",0
"Loden_682, MWSC_2065","nan","nan",191.805,-60.69,302.41,2.181,0.035,0.14,0.215,-6.35,-1.56,0.69,-31.0,"nan",1,11,43,99,731.0,0.25,9.4,0.12,0.08,-0.02,8.47,"nan","nan",0.59,0.22,3.86,1.55,6.87,1.97,"COCD","nan","nan","nan",0
"FSR_1630, MWSC_2066","nan","nan",192.18,-62.135,302.61,0.738,0.02,0.07,0.135,-9.42,-2.54,0.84,"nan","nan",0,7,38,145,2368.0,0.708,12.1,0.34,0.227,-0.065,6.4,"nan","nan",0.68,0.18,7.23,1.92,8.54,2.26,"FPRO","nan","nan","nan",0
"DBSB_79, MWSC_2067","nan","nan",192.195,-63.728,302.633,-0.855,0.012,0.045,0.085,-11.45,3.81,1.35,"nan","nan",0,5,18,62,1489.0,1.041,11.199,0.5,0.333,-0.045,8.4,"nan","nan",0.95,0.41,3.15,1.0,4.85,1.89,"BOPN","irc","nan","nan",0
"DBSB_80, MWSC_2068","nan","nan",192.595,-61.582,302.801,1.293,0.015,0.04,0.07,-11.53,0.82,1.31,-17.0,4.0,1,0,11,32,2132.0,1.416,12.1,0.68,0.454,-0.01,6.9,"nan","nan",0.47,0.18,3.98,1.42,8.01,2.83,"BOPN","irc","nan","nan",0
"ESO_065-03, MWSC_2069","nan","nan",192.825,-69.73,302.916,-6.855,0.025,0.085,0.14,-14.54,4.63,0.93,-28.5,3.7,1,5,38,87,3047.0,0.562,12.6,0.27,0.18,0.04,8.96,0.038,17.0,1.6,0.74,12.93,6.25,0.87,0.26,"DIAS","dub","nan","nan",0
"NGC_4815, MWSC_2075","nan","nan",194.505,-64.96,303.624,-2.094,0.025,0.065,0.105,-11.04,0.43,0.93,"nan","nan",0,9,39,69,2990.0,0.843,12.65,0.405,0.27,0.0,8.6,0.052,17.0,1.05,0.11,10.09,1.07,22.61,2.01,"DIAS","nan","nan","nan",0
"NGC_4852, MWSC_2078","nan","nan",195.045,-59.59,304.035,3.266,0.012,0.09,0.155,-8.0,-0.5,0.54,-5.0,3.7,1,3,72,187,1106.0,0.25,10.299,0.12,0.08,-0.03,8.635,0.06,2.0,0.66,0.14,4.59,0.96,26.28,3.58,"COCD","nan","nan","nan",0
"FSR_1638, MWSC_2079","nan","nan",195.277,-71.395,303.708,-8.535,0.018,0.06,0.12,-1.89,1.44,1.1,"nan","nan",0,3,23,53,7702.0,0.208,14.5,0.1,0.067,-0.02,9.5,"nan","nan",5.49,1.76,29.13,8.77,0.16,0.03,"FPOS","nan","nan","nan",0
"FSR_1640, MWSC_2089","nan","nan",197.977,-77.45,304.076,-14.621,0.02,0.09,0.155,-14.11,-0.42,0.82,"nan","nan",0,2,36,78,6213.0,0.104,14.0,0.05,0.033,0.0,9.2,"nan","nan",4.28,1.34,28.35,9.13,0.35,0.06,"FPOS","nan","nan","nan",0
"Loden_757, MWSC_2091","nan","nan",198.0,-65.3,305.075,-2.511,0.02,0.11,0.16,-8.4,-2.49,1.18,"nan","nan",0,4,26,70,1340.0,0.666,10.85,0.32,0.213,0.0,8.07,0.078,2.0,1.21,0.23,5.4,0.88,11.97,1.62,"DIAS","non","nan","nan",0
"Danks_1, MWSC_2092","nan","nan",198.127,-62.708,305.34,0.068,0.015,0.035,0.05,-12.86,-0.99,1.29,"nan","nan",0,4,13,20,1873.0,2.602,12.2,1.25,0.834,0.0,6.0,"nan","nan",0.52,0.13,1.79,0.35,76.78,16.81,"DIAS","dub","nan","nan",0
"Danks_2, MWSC_2093","nan","nan",198.225,-62.667,305.388,0.106,0.02,0.04,0.065,-12.51,-1.98,1.4,"nan","nan",0,6,15,26,2231.0,2.353,12.5,1.13,0.754,-0.02,6.3,"nan","nan",0.7,0.09,4.83,0.56,28.13,3.02,"DIAS","nan","nan","nan",0
"DBSB_133, MWSC_2095","nan","nan",198.499,-62.402,305.537,0.359,0.014,0.06,0.11,-14.46,0.57,0.71,-31.2,"nan",0,4,42,100,2927.0,0.833,12.6,0.4,0.267,0.05,8.335,0.079,5.0,1.08,0.27,11.81,3.19,3.47,0.76,"BIRN","irc","nan","nan",0
"NGC_5045, MWSC_2096","nan","nan",198.63,-63.42,305.506,-0.66,0.025,0.155,0.315,-7.0,-0.31,0.45,-16.8,7.22,3,3,120,409,1662.0,0.458,11.251,0.22,0.147,0.0,7.955,0.159,2.0,3.64,0.46,12.1,1.18,8.1,0.93,"COCD","nan","nan","nan",0
"VDBH_144, vdBergh-Hagen_144, MWSC_2098","nan","nan",198.817,-65.92,305.358,-3.157,0.015,0.045,0.06,-13.19,7.74,1.29,40.0,7.07,3,0,21,31,7241.0,0.625,14.5,0.3,0.2,-0.02,9.0,"nan","nan",0.83,0.15,12.88,2.08,8.67,1.95,"DIAS","nan",-0.51,0.3,2
"NGC_5043, MWSC_2099","nan","nan",199.02,-60.065,306.0,2.663,0.02,0.092,0.17,-11.03,-1.07,0.74,"nan","nan",0,3,37,158,860.0,0.083,9.699,0.04,0.027,0.0,8.6,"nan","nan",1.55,0.55,5.06,1.37,4.54,1.49,"COCD","nan","nan","nan",0
"FSR_1646, MWSC_2100","nan","nan",199.117,-54.2,306.623,8.496,0.02,0.07,0.12,-3.77,3.77,0.63,"nan","nan",0,8,50,123,4784.0,0.625,13.6,0.3,0.2,0.0,9.35,"nan","nan",1.99,0.55,21.18,6.39,1.17,0.25,"FPOS","nan","nan","nan",0
"Collinder_268, MWSC_2103","nan","nan",199.567,-67.075,305.543,-4.336,0.025,0.06,0.115,-1.2,1.92,1.08,-27.2,0.3,1,7,22,64,1811.0,0.344,11.4,0.165,0.11,0.0,8.79,"nan","nan",0.75,0.27,5.62,1.98,6.57,1.63,"DIAS","nan","nan","nan",0
"DBSB_85, MWSC_2104","nan","nan",199.612,-62.665,306.022,0.048,0.015,0.035,0.065,-15.7,2.0,1.42,"nan","nan",0,3,7,33,2024.0,1.457,12.0,0.7,0.467,0.0,7.45,"nan","nan",0.6,0.26,4.76,1.54,2.24,1.0,"BOPN","irc","nan","nan",0
"FSR_1649, MWSC_2107","nan","nan",199.905,-56.18,306.866,6.48,0.02,0.07,0.125,-5.92,-1.46,0.66,"nan","nan",0,8,55,134,7086.0,0.77,14.5,0.37,0.247,0.0,9.15,"nan","nan",6.24,1.25,22.52,3.47,0.48,0.08,"FPOS","nan","nan","nan",0
"Ruprecht_107, MWSC_2108","nan","nan",199.941,-64.95,305.922,-2.24,0.018,0.05,0.075,-15.98,0.3,1.66,-45.4,0.22,1,2,12,25,1454.0,0.583,11.0,0.28,0.187,0.0,8.235,"nan",1.0,0.3,0.14,2.21,0.93,18.86,7.5,"DIAS","nan","nan","nan",0
"FSR_1648, MWSC_2109","nan","nan",199.945,-56.351,306.87,6.307,0.012,0.075,0.14,-5.46,-1.78,0.83,"nan","nan",0,1,29,111,1050.0,0.291,10.2,0.14,0.093,0.0,8.34,"nan",1.0,0.84,0.29,3.99,1.28,8.49,1.92,"FPOS","nan","nan","nan",0
"FSR_1645, MWSC_2110","nan","nan",200.28,-61.925,306.412,0.749,0.02,0.1,0.17,-9.82,-0.45,0.47,"nan","nan",0,8,95,264,1278.0,0.521,10.7,0.25,0.167,0.0,8.0,"nan","nan",1.41,0.33,5.2,1.01,14.54,2.76,"DIAS","irc","nan","nan",0
"FSR_1642, MWSC_2112","nan","nan",200.7,-73.575,305.179,-10.837,0.015,0.08,0.13,-7.47,-2.35,0.91,"nan","nan",0,1,30,78,3211.0,0.208,12.6,0.1,0.067,0.0,9.5,"nan","nan",4.26,1.61,11.46,3.0,0.79,0.35,"FPOS","nan","nan","nan",0
"Collinder_269, MWSC_2113","nan","nan",200.962,-66.16,306.2,-3.491,0.02,0.125,0.21,-8.16,-1.75,0.79,"nan","nan",0,6,49,129,1870.0,0.437,11.5,0.21,0.14,0.0,8.55,"nan","nan",1.05,0.37,11.73,4.69,3.46,0.92,"COCD","nan","nan","nan",0
"ESO_324-15, MWSC_2115","nan","nan",200.865,-41.88,309.285,20.6,0.012,0.07,0.1,-7.68,1.71,0.99,"nan","nan",0,3,21,34,2818.0,0.0,12.25,0.0,0.0,0.0,9.7,"nan","nan",1.83,0.81,8.79,3.48,0.92,0.26,"DIAS","nan","nan","nan",0
"Loden_821, MWSC_2116","nan","nan",201.06,-59.81,307.045,2.803,0.02,0.13,0.22,-7.0,2.76,0.43,-39.0,7.4,1,5,121,277,2642.0,0.437,12.25,0.21,0.14,-0.02,7.455,"nan","nan",6.42,2.02,16.19,3.35,0.66,0.27,"COCD","nan",-0.099,0.13,1
"Loden_807, MWSC_2117","nan","nan",201.157,-62.495,306.749,0.134,0.02,0.115,0.18,-6.5,-0.5,0.52,-0.1,0.1,1,4,85,195,703.0,0.2,9.299,0.096,0.064,-0.02,8.3,"nan","nan",2.07,0.22,3.65,0.18,54.94,9.07,"COCD","nan","nan","nan",0
"FSR_1651, MWSC_2118","nan","nan",201.382,-58.985,307.315,3.6,0.02,0.09,0.157,-9.55,3.08,0.53,"nan","nan",0,8,82,226,3602.0,0.364,12.9,0.175,0.117,0.0,9.4,"nan","nan",3.26,1.59,21.05,10.48,0.26,0.06,"DIAS","irc","nan","nan",0
"NGC_5138, MWSC_2121","nan","nan",201.795,-59.03,307.52,3.526,0.02,0.07,0.14,-2.63,0.64,0.77,-9.6,0.57,3,4,37,95,1819.0,0.312,11.4,0.15,0.1,0.0,7.55,"nan","nan",1.22,0.33,7.71,2.13,5.18,0.81,"COCD","nan",0.12,0.05,2
"Basel_18, MWSC_2122","nan","nan",201.967,-62.33,307.143,0.247,0.02,0.095,0.155,-5.76,-4.63,0.93,-22.0,3.02,1,1,26,57,2226.0,0.51,11.902,0.245,0.163,0.0,7.92,"nan","nan",1.31,0.33,10.93,2.85,3.81,0.65,"COCD","nan",0.043,0.27,1
"Hogg_16, MWSC_2123","nan","nan",202.32,-61.212,307.468,1.329,0.012,0.075,0.125,-4.53,-1.82,0.74,-33.0,6.16,5,2,35,93,2059.0,0.41,11.7,0.197,0.131,0.04,7.95,"nan","nan",1.11,0.35,9.84,3.41,2.99,0.64,"COCD","nan","nan","nan",0
"ESO_065-07, MWSC_2124","nan","nan",202.29,-71.265,305.979,-8.614,0.012,0.065,0.11,-5.54,-4.05,0.92,"nan","nan",0,3,33,67,3477.0,0.291,12.8,0.14,0.093,0.0,9.4,"nan","nan",1.78,0.48,9.32,2.31,2.43,0.45,"DIAS","dub","nan","nan",0
"NGC_5155, MWSC_2125","nan","nan",202.47,-63.455,307.207,-0.899,0.015,0.105,0.165,-7.68,0.2,0.69,-37.1,"nan",1,4,56,108,1404.0,0.354,10.851,0.17,0.113,-0.025,7.4,"nan","nan",1.48,0.53,5.91,1.61,1.65,0.47,"DREM","ast","nan","nan",0
"Collinder_271, MWSC_2126","nan","nan",202.53,-64.2,307.122,-1.64,0.015,0.07,0.11,-7.73,-12.8,1.73,"nan","nan",0,3,17,35,2588.0,1.353,12.5,0.65,0.434,0.04,7.2,"nan","nan",0.77,0.21,11.37,3.32,4.89,1.32,"DIAS","nan","nan","nan",0
"FSR_1657, MWSC_2127","nan","nan",202.507,-58.73,307.928,3.77,0.016,0.07,0.115,-10.04,3.48,0.62,"nan","nan",0,6,54,134,5409.0,0.729,13.9,0.35,0.233,0.0,9.0,"nan","nan",2.36,1.19,22.16,11.46,0.2,0.08,"DIAS","irc","nan","nan",0
