"Cluster","RA","DEC","GLON","GLAT","Class","Diam","Dist","E(B-V)","n_E(B-V)","Age","pmRA","e_pmRA","pmDE","e_pmDE","pmGLON","pmGLAT","Nc","r_pmRA","RV","e_RV","o_RV","r_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","RAJ2000","DEJ2000"
"Turner 8","19 45 16","+27 50 30",63.5764,1.7086,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",296.31667,27.84164
"Roslund 2","19 45 24","+23 55 00",60.1935,-0.2827,"nan",14.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",296.34999,23.91666
"NGC 6832","19 48 15","+59 25 18",92.0048,16.3489," n",15.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",297.06248,59.42164
"NGC 6827","19 48 53","+21 12 54",58.2631,-2.3373," r",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",297.22077,21.21498
"Berkeley 48","19 48 54","+21 12 00",58.2521,-2.3483,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",297.225,21.19994
"Turner 1","19 49 04","+27 17 54",63.531,0.7075,"nan",4.0,1675.0,0.476,"nan",7.46,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",297.26665,27.29837
"Saurer 6","19 49 05","+32 06 42",67.6872,3.1398,"nan",1.8,9330.0,0.77,"nan",9.29,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",297.27087,32.11169
"NGC 6828","19 50 17","+07 54 12",46.831,-9.2746," n",9.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",297.57081,7.90333
"Czernik 41","19 50 36","+25 10 00",61.8697,-0.6719," d",7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",297.65004,25.16664
"NGC 6830","19 50 59","+23 06 00",60.1354,-1.7999,"nan",5.0,1639.0,0.501,"nan",7.572,0.89,1.17,-2.76,1.03,-1.92,-2.17,1.0," BDW","nan","nan","nan","nan","nan","nan","nan",297.74584,23.09999
"NGC 6834","19 52 12","+29 24 30",65.6982,1.1889,"nan",5.0,2067.0,0.708,"nan",7.883,-1.88,2.93,-4.2,2.93,-4.57,-0.53,10.0," TYC",-6.8,1.4,"nan"," RGDZ","nan","nan","nan",298.05002,29.40836
"Harvard 20","19 53 06","+18 20 00",56.2792,-4.654,"nan",7.0,1540.0,0.247,"nan",7.476,1.07,3.34,-4.66,3.34,-3.47,-3.29,13.0," TYC","nan","nan","nan","nan","nan","nan","nan",298.27494,18.33331
"NGC 6837","19 53 08","+11 41 54",50.5189,-8.0089," n",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",298.28329,11.69835
"NGC 6839","19 54 33","+17 56 18",56.1144,-5.1517," n",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",298.63747,17.93838
"NGC 6840","19 55 18","+12 07 36",51.1616,-8.2531," n",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",298.825,12.1267
"NGC 6843","19 56 06","+12 09 48",51.293,-8.4037," n",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",299.02503,12.16334
"NGC 6846","19 56 28","+32 20 54",68.6905,1.9195,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",299.11663,32.34831
"NGC 6847","19 56 37","+30 12 48",66.8821,0.7833," r","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",299.15416,30.21329
"Loiano 1","19 58 21","+32 32 24",69.0612,1.68,"nan",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",299.5875,32.53996
"Roslund 3","19 58 42","+20 29 00",58.8105,-4.6818,"nan",5.0,1467.0,0.348,"nan",8.036,-1.61,2.03,-5.28,2.03,-5.35,-1.36,20.0," TYC",-4.7,3.0,"nan"," RGDZ","nan","nan","nan",299.67495,20.48331
"NGC 6856","19 59 17","+56 07 48",89.6829,13.5273," r",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",299.82083,56.12996
"Berkeley 49","19 59 48","+34 36 00",70.9759,2.5009,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",299.94999,34.60002
"Berkeley 83","20 01 18","+28 37 00",66.0568,-0.922,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",300.32496,28.61669
"Dolidze 36","20 02 30","+42 06 00",77.6594,5.982,"nan",14.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",300.62502,42.09999
"NGC 6858","20 02 56","+11 15 30",51.3599,-10.3044," n","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",300.73334,11.25835
"Dolidze 37","20 03 00","+37 41 00",73.9413,3.5758,"nan",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",300.75004,37.68334
"NGC 6859","20 03 49","+00 26 36",41.8118,-15.8359," n",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",300.95414,0.44332
"NGC 6866","20 03 55","+44 09 30",79.5604,6.8393,"nan",14.0,1450.0,0.169,"nan",8.576,-3.33,2.93,-5.03,2.93,-6.03,0.2,45.0," TYC","nan","nan","nan","nan","nan","nan","nan",300.97918,44.15835
"Alessi 10","20 04 46","-10 28 42",31.6536,-20.9886,"nan",18.0,513.0,0.22,"nan",8.35,2.32,1.08,-8.57,1.08,-6.77,-5.75,17.0," ADM","nan","nan","nan","nan","nan","nan","nan",301.19163,-10.47828
"Berkeley 84","20 04 48","+33 52 00",70.9011,1.2359,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.2,33.86663
"Roslund 4","20 04 54","+29 13 00",66.984,-1.2703,"nan",5.0,2510.0,0.991,"nan",7.447,-1.69,2.93,-5.2,2.93,-5.3,-1.35,9.0," TYC","nan","nan","nan","nan","nan","nan","nan",301.22501,29.21671
"ESO 461-38","20 04 54","-30 21 00",11.2444,-28.1893,"nan",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.225,-30.35004
"NGC 6863","20 05 07","-03 33 18",38.2782,-17.9958," p",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.27917,-3.55504
"Dolidze 38","20 05 42","+41 12 00",77.2081,4.9994,"nan",18.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.42503,41.2
"Dol-Dzim 10","20 05 48","+40 32 00",76.6518,4.6286," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.45001,40.53335
"NGC 6871","20 05 59","+35 46 36",72.6448,2.054,"nan",29.0,1574.0,0.443,"nan",6.958,-2.89,2.81,-5.65,2.81,-6.32,-0.59,25.0," TYC",-7.7,3.2,"nan"," RGDZ","nan","nan","nan",301.4959,35.77667
"Basel 6","20 06 48","+38 21 00",74.906,3.2978,"nan",7.0,1548.0,0.58,"nan",7.977,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.70001,38.35003
"NGC 6873","20 07 13","+21 06 06",60.3898,-6.0501," n","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.80414,21.10171
"Biurakan 1","20 07 30","+35 41 00",72.7318,1.7444,"nan",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.87499,35.68334
"NGC 6874","20 07 33","+38 14 48",74.8979,3.1182," n",9.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",301.88743,38.24664
"Dolidze 1","20 08 12","+36 33 00",73.5379,2.0937," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",302.05003,36.54999
"Biurakan 2","20 09 12","+35 29 00",72.7509,1.3455,"nan",20.0,1106.0,0.36,"nan",7.011,-2.52,0.59,-6.53,0.61,-6.85,-1.43,1.0," BDW","nan","nan","nan","nan","nan","nan","nan",302.30003,35.48335
"Dolidze 2","20 09 54","+41 22 00",77.774,4.423," d",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",302.47501,41.3667
"Roslund 5","20 10 00","+33 46 00",71.4003,0.2729,"nan",50.0,389.0,0.098,"nan",7.832,2.32,2.59,-1.5,2.59,0.01,-2.76,60.0," TYC","nan","nan","nan","nan","nan","nan","nan",302.49999,33.76664
"IC 1311","20 10 18","+41 13 00",77.6884,4.2786,"nan",5.0,5333.0,0.76,"nan",8.625,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",302.57499,41.21672
"Berkeley 50","20 10 24","+34 56 00",72.4231,0.8404,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",302.59997,34.93336
"NGC 6883","20 11 19","+35 49 54",73.2775,1.1752,"nan",35.0,"nan","nan","nan","nan",-2.89,0.55,-6.53,0.6,-7.05,-1.16,1.0," BDW","nan","nan","nan","nan","nan","nan","nan",302.82919,35.83166
"Ruprecht 172","20 11 42","+35 38 00",73.1542,1.0014,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",302.92501,35.63329
"NGC 6882","20 11 53","+26 44 18",65.7315,-3.9073,"nan","nan","nan","nan","nan","nan",1.6,0.29,-9.8,0.29,-7.34,-6.69,3.0," BDW",0.7,1.5,"nan"," RGDZ","nan","nan","nan",302.97086,26.73828
"NGC 6885","20 11 58","+26 29 00",65.5276,-4.0621,"nan",10.0,597.0,0.08,"nan",9.16,-2.64,2.58,-4.3,2.58,-5.04,-0.14,20.0," TYC","nan","nan","nan","nan","nan","nan","nan",302.99165,26.48335
"Berkeley 51","20 12 00","+34 21 00",72.1153,0.2455,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",303.00006,34.35002
"Berkeley 52","20 14 18","+28 58 00",67.8911,-3.1298,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",303.57499,28.96663
"Dolidze 3","20 15 42","+36 47 00",74.5588,0.9646," d",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",303.92502,36.78336
"Dolidze 39","20 16 24","+37 52 00",75.5359,1.453,"nan",12.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.09994,37.86664
"NGC 6895","20 16 29","+50 13 48",85.8865,8.2808," n",30.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.12082,50.22995
"IC 4996","20 16 30","+37 38 00",75.3533,1.3063,"nan",6.0,1732.0,0.673,"nan",6.948,-0.53,2.58,-4.34,2.58,-3.9,-1.98,15.0," TYC",-22.0,29.0,"nan"," RGDZ","nan","nan","nan",304.125,37.63329
"Melotte 227","20 17 19","-79 02 00",314.8061,-30.6389," a",70.0,120.0,0.04,"nan",8.57,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.32923,-79.03331
"vdBergh 130","20 17 42","+39 19 00",76.8807,2.0533,"nan",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.425,39.31667
"Feibelman 1","20 17 47","+38 02 00",75.8268,1.3202,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.44588,38.03335
"Dolidze 4","20 17 48","+36 40 00",74.6973,0.5505," d",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.44998,36.66667
"Collinder 419","20 18 06","+40 43 00",78.0841,2.7746,"nan",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.52501,40.71667
"Dolidze 40","20 18 18","+37 50 00",75.7185,1.1236,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.57501,37.83335
"Berkeley 85","20 18 54","+37 42 00",75.675,0.9505,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.72503,37.69997
"Dolidze 41","20 19 18","+37 44 00",75.7472,0.904,"nan",11.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.82504,37.73335
"Dolidze 42","20 19 42","+38 08 00",76.1218,1.0649,"nan",7.0,972.0,0.571,"nan",7.542,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",304.92492,38.13331
"Berkeley 86","20 20 24","+38 42 00",76.6667,1.2725," v",6.0,1112.0,0.898,"nan",7.116,-4.09,2.24,-4.54,2.24,-6.06,0.8,50.0," TYC",-19.3,7.8,"nan"," RGDZ","nan","nan","nan",305.09996,38.69995
"Dolidze 5","20 20 30","+39 23 00",77.241,1.6437,"nan",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",305.12501,39.38334
"Dolidze 6","20 20 48","+41 23 00",78.9226,2.7297,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",305.20002,41.38327
"Alessi 11","20 21 24","+18 21 36",59.8839,-10.34,"nan",24.0,"nan","nan","nan","nan",-0.31,4.41,-9.64,4.41,-8.23,-5.03,12.0," ADM","nan","nan","nan","nan","nan","nan","nan",305.35001,18.35999
"Berkeley 88","20 21 36","+48 05 00",84.5515,6.3955," d",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",305.39995,48.08334
"Berkeley 87","20 21 42","+37 22 00",75.7149,0.3043,"nan",10.0,633.0,1.369,"nan",7.152,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",305.42498,37.36668
"Dolidze 43","20 21 42","+39 57 00",77.8388,1.7754," d",20.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",305.425,39.94997
"NGC 6904","20 21 48","+25 44 24",66.1353,-6.3113," n",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",305.45001,25.74002
"NGC 6910","20 23 12","+40 46 42",78.6825,2.0135,"nan",10.0,1139.0,0.971,"nan",7.127,-2.1,2.14,-5.24,2.14,-5.5,-1.28,70.0," TYC",-30.0,7.0,"nan"," RGDZ","nan","nan","nan",305.79995,40.77829
"Collinder 421","20 23 18","+41 42 00",79.4498,2.5254,"nan",7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",305.82495,41.69998
"NGC 6913","20 23 57","+38 30 30",76.9051,0.5936,"nan",10.0,1148.0,0.744,"nan",7.111,-4.4,2.03,-5.22,2.03,-6.8,0.6,10.0," TYC",-34.0,14.0,"nan"," RGDZ","nan","nan","nan",305.98745,38.50835
"Dolidze 8","20 24 24","+42 16 00",80.0319,2.6826,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",306.10001,42.26659
"Berkeley 89","20 24 36","+45 59 00",83.1047,4.7837,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",306.15002,45.98336
"Dolidze 9","20 25 42","+41 56 00",79.8982,2.2935,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",306.42507,41.93332
"Dolidze 10","20 26 18","+40 07 00",78.4811,1.1503," d",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",306.57496,40.11662
"Dolidze 11","20 26 30","+41 27 00",79.5901,1.8921," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",306.62501,41.44997
"ESO 026-02","20 26 38","-80 00 12",313.583,-30.7574," d",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",306.6586,-80.00333
"Roslund 6","20 28 48","+39 23 00",78.1648,0.3326,"nan",50.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",307.20001,39.38332
"Dolidze 44","20 29 42","+41 43 00",80.1559,1.5615,"nan",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",307.42498,41.71661
"NGC 6939","20 31 30","+60 39 42",95.9028,12.3043,"nan",10.0,1185.0,0.32,"nan",9.346,"nan","nan","nan","nan","nan","nan","nan","nan",-42.0,10.0,4.0," TFV",0.026,0.11,4.0,307.87502,60.6616
"NGC 6940","20 34 26","+28 17 00",69.8603,-7.1471,"nan",25.0,770.0,0.214,"nan",8.858,-1.88,1.82,-8.6,1.82,-8.06,-3.55,50.0," TYC",7.7,0.6,20.0," MM89",0.013,0.13,6.0,308.60836,28.28334
"NGC 6938","20 34 42","+22 12 54",64.9104,-10.7427," n",7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",308.67495,22.21498
"Berkeley 90","20 35 18","+46 48 00",84.8507,3.7644,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",308.82506,46.79998
"NGC 6950","20 41 04","+16 37 06",61.1074,-15.1977," n",15.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",310.26667,16.61838
"Dolidze 47","20 41 36","+36 39 00",77.4865,-3.323," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",310.4,36.64994
"Ruprecht 173","20 41 48","+35 33 00",76.6399,-4.0285," d",39.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",310.45003,35.55
"Turner 11","20 43 24","+35 35 18",76.8705,-4.2618,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",310.85002,35.58834
"Ruprecht 174","20 43 30","+37 03 00",78.0366,-3.3769,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",310.87497,37.04997
"Alessi 12","20 43 48","+23 47 30",67.4655,-11.5079,"nan",40.0,537.0,0.08,"nan",8.1,4.33,1.44,-5.35,1.44,-1.7,-6.67,28.0," ADM","nan","nan","nan","nan","nan","nan","nan",310.95001,23.79165
"Ruprecht 175","20 45 12","+35 30 00",77.0276,-4.6043,"nan",14.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",311.29998,35.50005
"Dol-Dzim 11","20 51 00","+35 57 00",78.1192,-5.241," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",312.75004,35.94998
"Roslund 7","20 52 30","+37 52 00",79.7965,-4.2563," d",35.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",313.12503,37.86668
"NGC 6980","20 52 48","-05 50 12",42.1045,-29.5779," n",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",313.19999,-5.83665
"Barkhatova 1","20 53 42","+46 02 00",86.2171,0.8017," d",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",313.42504,46.03329
"NGC 6989","20 54 06","+45 14 24",85.6544,0.2382," n",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",313.52499,45.24004
"NGC 6991","20 55 39","+47 26 54",87.5145,1.4584," n",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",313.91248,47.44831
"NGC 6996","20 56 30","+45 28 24",86.1049,0.0672,"nan",8.0,620.0,0.54,"nan",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",314.125,45.47333
"Berkeley 53","20 56 36","+51 02 00",90.3507,3.6605,"nan",12.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",314.15003,51.03331
"NGC 6994","20 58 55","-12 38 00",35.7144,-33.9353," p",9.0,620.0,0.07,"nan",9.4,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",314.72918,-12.63334
"Collinder 427","20 59 30","+68 10 00",103.9364,14.3474," nf",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",314.87491,68.16668
"ESO 464-09","20 59 37","-29 23 12",15.9241,-39.435," p",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",314.90421,-29.38672
"NGC 7023","21 01 35","+68 10 12",104.065,14.1991,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",315.39575,68.16999
"NGC 7011","21 01 49","+47 21 12",88.1254,0.6071," n",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",315.45408,47.35334
"NGC 7005","21 01 57","-12 52 54",35.8089,-34.7116," n","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",315.48754,-12.88167
"Collinder 428","21 03 12","+44 35 00",86.2116,-1.41,"nan",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",315.80008,44.58332
"Berkeley 54","21 03 12","+40 28 00",83.129,-4.1428,"nan",4.0,2300.0,0.77,"nan",9.6,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",315.8,40.46671
