"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","Plx","pmRA","pmDE","fnames","UCC_ID","quad","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","dups_fnames_m","dups_probs_m"
"HE2023_1","1110","CWNU 3973",211.0963,-62.8889,311.1329,-1.1845,0.249,-6.435,-2.616,"cwnu3973","UCC G311.1-01.1","Q4N",2.5,0.36,0.53,"CB",0.0,311.124,-1.202,211.072,-62.905,0.262,-6.377,-2.644,"nan",0.0,"nan","nan"
"HE2023","86","CWNU 1357",205.9491,-51.517,311.173,10.515,0.387,-6.206,-1.653,"cwnu1357","UCC G311.1+10.5","Q4P",4.1,0.32,0.36,"CC",0.0,311.153,10.526,205.911,-51.505,0.365,-6.163,-1.606,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","3718;2728","HSC 2629",210.6882,-61.9527,311.2092,-0.2324,0.391,-7.663,-2.128,"hsc2629","UCC G311.2-00.2","Q4N",1.9,1.0,0.84,"AA",91.0,311.208,-0.23,210.686,-61.954,0.36,-7.676,-2.207,-36.589,1.0,"nan","nan"
"FERREIRA2020;HUNT2023;CAVALLO2024","19;6581;5917","UFMG 54",210.6981,-61.9681,311.2095,-0.2485,0.272,-7.646,-2.114,"ufmg54","UCC G311.2-00.2a","Q4N",2.4,1.0,0.82,"AA",118.0,311.208,-0.24,210.69,-61.96,0.227,-7.674,-2.181,-39.458,6.0,"nan","nan"
"HUNT2023;CAVALLO2024","3719;2730","HSC 2630",210.5869,-61.7682,311.2134,-0.0419,5.528,-20.273,-13.899,"hsc2630","UCC G311.2+00.0","Q4P",52.5,0.9,0.52,"AB",25.0,311.221,-0.077,210.594,-61.817,5.462,-19.671,-14.289,9.599,15.0,"nan","nan"
"KHARCHENKO2012;BICA2019","317;2090","VDBH 155;vdBergh-Hagen 155;MWSC 2186",209.382,-59.5818,311.217,2.2226,"nan","nan","nan","vdbh155;vdberghhagen155;mwsc2186","UCC G311.2+02.2","Q4P",3.5,0.32,0.45,"CC",18.0,311.218,2.231,209.355,-59.581,0.23,-6.673,-1.911,-6.781,3.0,"nan","nan"
"HUNT2023;CAVALLO2024","3704;2720","HSC 2610",207.0699,-54.2467,311.2542,7.704,5.303,-32.889,-11.128,"hsc2610","UCC G311.2+07.7","Q4P",99.4,0.67,0.27,"BC",28.0,311.254,7.759,207.379,-54.09,5.088,-32.76,-10.995,-15.827,4.0,"nan","nan"
"HE2022;HUNT2023;CAVALLO2024","425;501;1157","CWNU 426",208.6848,-57.6993,311.3332,4.1362,0.526,-3.514,-1.697,"cwnu426","UCC G311.3+04.1","Q4P",6.7,1.0,0.71,"AB",37.0,311.333,4.151,208.691,-57.674,0.534,-3.51,-1.664,5.617,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","5459;4640","Theia 2179",211.4357,-62.6469,311.35,-0.9959,0.3589,-5.3644,-2.6913,"theia2179","UCC G311.3-00.9","Q4N",5.0,0.1,0.78,"DA",27.0,311.316,-1.004,211.41,-62.666,0.35,-5.433,-2.727,-40.286,1.0,"nan","nan"
"HUNT2023;CAVALLO2024","5538;4753","Theia 3167",212.118,-63.5224,311.393,-1.9232,0.5727,-7.7953,-2.2305,"theia3167","UCC G311.3-01.9","Q4N",8.7,0.62,0.63,"BB",27.0,311.393,-1.913,212.108,-63.516,0.584,-7.828,-2.233,-29.651,2.0,"nan","nan"
"BICA2019","2091","Teutsch 112;DSH J1409.8-6359",212.466,-63.9948,311.4,-2.42,"nan","nan","nan","teutsch112;dshj140986359","UCC G311.4-02.4","Q4N",2.0,0.45,0.35,"CC",0.0,311.417,-2.417,212.495,-63.992,0.247,-7.418,-2.883,-42.451,1.0,"nan","nan"
"CANTAT2020;CASTRO2020;DIAS2021;HUNT2023;CAVALLO2024","1704;437;1486;6045;5797","UBC 531",211.837,-63.076,311.4024,-1.4594,0.349,-5.216,-2.916,"ubc531","UCC G311.4-01.4","Q4N",8.9,0.33,0.89,"CA",32.0,311.421,-1.462,211.865,-63.081,0.355,-5.232,-2.923,"nan",0.0,"nan","nan"
"HUNT2023","3720","HSC 2631",213.7744,-65.6962,311.4037,-4.2099,2.847,-10.185,-12.783,"hsc2631","UCC G311.4-04.2","Q4N",45.7,0.65,0.38,"BC",31.0,311.648,-4.198,214.614,-65.691,2.822,-10.503,-12.693,8.116,5.0,"nan","nan"
"HUNT2023;CAVALLO2024","5374;4541","Theia 1366",211.815,-63.0195,311.4092,-1.4025,2.6509,4.0251,-10.6769,"theia1366","UCC G311.4-01.4a","Q4N",29.3,0.24,0.14,"DD",0.0,311.303,-1.543,211.436,-63.182,2.558,2.937,-10.65,-5.628,8.0,"nan","nan"
"BICA2019","3190","Teutsch 240",210.675,-61.1932,311.41,0.5,"nan","nan","nan","teutsch240","UCC G311.4+00.5","Q4P",2.2,0.17,0.27,"DC",0.0,311.418,0.501,210.688,-61.192,0.346,-6.464,-2.0,-58.792,1.0,"nan","nan"
"HE2023","1368","CWNU 2639",210.2795,-60.5047,311.41,1.215,0.421,-5.872,-2.47,"cwnu2639","UCC G311.4+01.2","Q4P",13.8,0.09,0.55,"DB",48.0,311.41,1.212,210.276,-60.541,0.366,-5.875,-2.471,-26.162,1.0,"nan","nan"
"BORISSOVA2011","28","VVV 33;VVV-CL 033",210.8625,-61.2703,311.4757,0.4012,"nan","nan","nan","vvv33;vvvcl033","UCC G311.4+00.4","Q4P",4.9,0.16,0.22,"DD",19.0,311.41,0.4,210.737,-61.292,0.343,-8.421,-2.484,32.556,1.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","403;819;612","CWNU 1674",211.3954,-62.0217,311.5091,-0.391,0.521,-3.667,-2.957,"cwnu1674","UCC G311.5-00.3","Q4N",10.5,0.52,0.68,"BB",35.0,311.492,-0.399,211.341,-62.037,0.518,-3.669,-2.958,91.423,1.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","144;695;480","CWNU 1415",210.4257,-60.3408,311.5234,1.3536,0.322,-8.512,-2.91,"cwnu1415","UCC G311.5+01.3","Q4P",4.8,0.98,0.73,"AB",39.0,311.517,1.355,210.42,-60.34,0.319,-8.531,-2.918,-66.045,6.0,"nan","nan"
"KHARCHENKO2012;BICA2019","327;2092","Loden 1152;OCL 914.1;MWSC 2192",209.8837,-59.3445,311.5246,2.3865,"nan","nan","nan","loden1152;ocl9141;mwsc2192","UCC G311.5+02.3","Q4P",4.9,0.21,0.55,"DB",28.0,311.524,2.387,209.867,-59.336,0.177,-6.293,-2.022,-34.115,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","3726;2735","HSC 2638",268.6305,-81.9543,311.5334,-24.89,3.947,-0.846,-15.568,"hsc2638","UCC G311.5-24.8","Q4N",67.2,0.3,0.43,"CC",57.0,311.34,-24.608,265.785,-81.91,3.769,-1.04,-15.498,20.81,21.0,"nan","nan"
"BORISSOVA2011","29","VVV 34;VVV-CL 034",211.0333,-61.3319,311.5375,0.3193,"nan","nan","nan","vvv34;vvvcl034","UCC G311.5+00.3","Q4P",2.8,0.1,0.35,"DC",15.0,311.541,0.338,211.038,-61.312,0.382,-7.824,-3.095,-47.938,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","5572;4793","Theia 3609",211.3721,-61.6487,311.604,-0.0301,0.3631,-5.1612,-2.2174,"theia3609","UCC G311.6+00.0a","Q4P",6.6,0.59,0.66,"BB",28.0,311.596,-0.04,211.369,-61.663,0.353,-5.285,-2.189,-32.986,1.0,"nan","nan"
"HE2023_1","1364","CWNU 4221",212.4115,-63.2184,311.6087,-1.6718,0.223,-6.773,-2.421,"cwnu4221","UCC G311.6-01.6","Q4N",2.8,0.76,0.61,"AB",19.0,311.617,-1.671,212.436,-63.22,0.244,-6.773,-2.421,-38.382,3.0,"nan","nan"
"KHARCHENKO2012;BICA2019;CANTAT2020;DIAS2021;HUNT2023;CAVALLO2024","315;2093;927;951;4434;3793","NGC 5381;Ruprecht 109;OCL 915;VDBH 156;vdBergh-Hagen 156;ESO 133 11;MWSC 2196",210.205,-59.578,311.6207,2.1182,0.379,-6.034,-2.932,"ngc5381;ruprecht109;ocl915;vdbh156;vdberghhagen156;eso13311;mwsc2196","UCC G311.6+02.1","Q4P",5.7,1.0,0.99,"AA",526.0,311.627,2.124,210.215,-59.567,0.383,-6.054,-2.926,-38.216,21.0,"nan","nan"
"HAO2022","603","OC 0605",210.3238,-59.5973,311.6736,2.0836,0.53,-6.054,-2.892,"oc0605","UCC G311.6+02.0","Q4P",6.3,0.99,0.7,"AB",100.0,311.654,2.098,210.267,-59.59,0.502,-6.071,-2.892,-26.021,1.0,"nan","nan"
"HUNT2023","3721","HSC 2632",215.0398,-66.3489,311.6763,-4.9951,0.35,-5.344,-3.669,"hsc2632","UCC G311.6-04.9","Q4N",3.7,0.23,0.35,"DC",0.0,311.692,-4.981,215.067,-66.342,0.346,-5.32,-3.674,"nan",0.0,"nan","nan"
"BICA2019","2094","LS 139;La Serena 139",211.5014,-61.5887,311.68,0.01,"nan","nan","nan","ls139;laserena139","UCC G311.6+00.0","Q4P",4.8,0.42,0.4,"CC",27.0,311.682,0.015,211.484,-61.587,0.37,-7.673,-3.379,-61.13,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","5330;5001","Theia 865",215.4604,-66.6272,311.7396,-5.3139,1.4235,-11.2683,-9.3085,"theia865","UCC G311.7-05.3","Q4N",24.0,0.88,0.3,"AC",41.0,311.757,-5.303,215.529,-66.648,1.448,-11.197,-9.433,-16.457,13.0,"nan","nan"
"HUNT2023;CAVALLO2024","3722;2731","HSC 2634",212.1124,-62.3192,311.7439,-0.7723,0.299,-4.174,-2.533,"hsc2634","UCC G311.7-00.7","Q4N",5.9,0.29,0.58,"CB",30.0,311.743,-0.775,212.113,-62.316,0.28,-4.164,-2.534,-32.391,2.0,"nan","nan"
"KHARCHENKO2012;BICA2019","372;2095","Loden 1171;OCL 915.1;MWSC 2191",209.8475,-58.383,311.7574,3.3196,"nan","nan","nan","loden1171;ocl9151;mwsc2191","UCC G311.7+03.3","Q4P",2.8,0.57,0.38,"BC",0.0,311.763,3.325,209.862,-58.382,0.149,-6.297,-1.959,5.698,1.0,"nan","nan"
"BORISSOVA2011","30","VVV 35;VVV-CL 035",211.6125,-61.4931,311.758,0.0866,"nan","nan","nan","vvv35;vvvcl035","UCC G311.7+00.0","Q4P",4.4,0.12,0.34,"DC",25.0,311.767,0.106,211.609,-61.473,0.341,-7.688,-2.847,"nan",0.0,"nan","nan"
"KHARCHENKO2012","111","ESO 097 15",213.855,-64.63,311.7766,-3.2102,"nan","nan","nan","eso09715","UCC G311.7-03.2","Q4N",3.3,0.5,0.18,"CD",0.0,311.784,-3.229,213.887,-64.652,0.29,-8.078,-1.294,-55.972,3.0,"nan","nan"
"HE2023","55","CWNU 1326",212.1779,-62.275,311.786,-0.739,0.315,-6.116,-2.654,"cwnu1326","UCC G311.7-00.7a","Q4N",8.3,0.4,0.64,"CB",39.0,311.81,-0.731,212.164,-62.266,0.301,-6.097,-2.654,-27.335,1.0,"nan","nan"
"BICA2019","2096","LS 145;La Serena 145",211.9428,-61.9018,311.79,-0.35,"nan","nan","nan","ls145;laserena145","UCC G311.7-00.3","Q4N",4.6,0.5,0.41,"CC",17.0,311.836,-0.374,212.031,-61.909,0.285,-7.127,-2.335,-54.131,2.0,"nan","nan"
"HE2022;HUNT2023;CAVALLO2024","283;443;1072","CWNU 284",211.8427,-61.7051,311.8019,-0.148,0.539,-4.86,-2.042,"cwnu284","UCC G311.8-00.1","Q4N",8.1,0.99,0.81,"AA",97.0,311.799,-0.158,211.859,-61.72,0.539,-4.861,-2.04,-28.344,3.0,"ubc1523","0.88"
"CASTRO2022;HUNT2023;CAVALLO2024","591;6537;5510","UBC 1592",213.5813,-64.1898,311.8043,-2.7552,1.085,-4.504,-4.302,"ubc1592","UCC G311.8-02.7","Q4N",6.5,1.0,0.78,"AA",74.0,311.811,-2.763,213.614,-64.194,1.089,-4.472,-4.335,-10.125,18.0,"cwnu261","0.97"
"HE2022;HE2022_1","260;116","CWNU 261",213.5958,-64.1964,311.8082,-2.7634,1.088,-4.484,-4.338,"cwnu261","UCC G311.8-02.7a","Q4N",6.6,1.0,0.69,"AB",94.0,311.807,-2.764,213.608,-64.195,1.089,-4.469,-4.322,-10.125,18.0,"ubc1592","0.97"
"HE2023_1","1475","CWNU 4614",213.5189,-64.0717,311.8156,-2.6346,0.145,-5.077,-2.051,"cwnu4614","UCC G311.8-02.6","Q4N",8.7,0.68,0.51,"BB",37.0,311.795,-2.634,213.509,-64.079,0.159,-5.077,-2.048,-37.65,5.0,"nan","nan"
"CASTRO2022","522","UBC 1523",211.89,-61.72,311.819,-0.1688,0.55,-4.85,-2.03,"ubc1523","UCC G311.8-00.1a","Q4N",7.9,1.0,0.97,"AA",67.0,311.806,-0.167,211.901,-61.72,0.539,-4.847,-2.033,-20.536,2.0,"cwnu284","0.88"
"HE2023","1085","CWNU 2356",211.9536,-61.7811,311.83,-0.236,0.39,-4.151,-2.165,"cwnu2356","UCC G311.8-00.2","Q4N",7.2,0.19,0.66,"DB",51.0,311.835,-0.257,211.988,-61.795,0.37,-4.134,-2.183,-31.726,5.0,"nan","nan"
"HAO2022;HUNT2023;CAVALLO2024","604;4751;4152","OC 0606",212.8967,-63.1439,311.84,-1.6667,0.521,-5.161,-2.859,"oc0606","UCC G311.8-01.6","Q4N",3.0,0.8,0.8,"AA",28.0,311.834,-1.663,212.899,-63.136,0.52,-5.116,-2.877,-34.99,1.0,"cwnu247","0.9"
"HE2022","246","CWNU 247",212.9008,-63.1299,311.846,-1.654,0.52,-5.15,-2.89,"cwnu247","UCC G311.8-01.6a","Q4N",5.9,0.93,0.69,"AB",67.0,311.836,-1.67,212.904,-63.137,0.519,-5.136,-2.879,-5.259,2.0,"oc0606","0.9"
"KHARCHENKO2012;BICA2019","392;2097","Loden 1177;OCL 915.2;ESO 133 09;MWSC 2190",209.7956,-57.8824,311.8614,3.81,"nan","nan","nan","loden1177;ocl9152;eso13309;mwsc2190","UCC G311.8+03.8","Q4P",7.6,0.93,0.55,"AB",44.0,311.883,3.808,209.838,-57.874,0.108,-6.148,-1.806,-58.806,5.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","406;820;613","CWNU 1677",210.6509,-59.4173,311.8821,2.2121,0.339,-4.841,-2.882,"cwnu1677","UCC G311.8+02.2","Q4P",4.6,0.84,0.82,"AA",56.0,311.88,2.216,210.654,-59.419,0.345,-4.846,-2.88,-35.973,2.0,"nan","nan"
